"X"	"Y"	"maxTwarmest.baseline"	"maxTwarmest.2050"
25.417	65.417	15.5	18.1
25.417	65.583	15.3	17.9
25.417	65.75	15.1	17.7
25.417	65.917	15	17.7
25.417	66.083	15	17.7
25.417	66.25	15	17.7
25.417	66.417	15	17.7
25.417	66.583	14.8	17.5
25.417	66.75	14.8	17.6
25.417	66.917	14.6	17.4
25.417	67.083	14.1	17
25.417	67.25	14.1	17
25.417	67.417	14.1	16.9
25.417	67.583	14	16.9
25.417	67.75	13.8	16.8
25.417	67.917	13.8	16.8
25.417	68.083	13.4	16.3
25.417	68.25	13.1	16
25.417	68.417	13.1	16
25.417	68.583	12.8	15.6
25.417	68.75	12.9	15.6
25.417	68.917	12.8	15.5
25.417	69.083	12.6	15.3
25.417	69.25	12.2	14.8
25.417	69.417	12.2	14.8
25.417	69.583	11.9	14.4
25.417	69.75	11.7	14.2
25.417	69.917	10.3	12.8
25.417	70.083	9.7	12.2
25.417	70.25	10.8	13.3
25.417	70.75	10.1	12.7
25.417	70.917	10	12.6
25.417	71.083	9.6	12.1
25.583	35.083	22	24.3
25.583	35.25	23.2	25.4
25.583	37.083	23.5	25.8
25.583	40.417	21.5	25.1
25.583	40.917	23.6	27.3
25.583	41.083	24	27.8
25.583	41.25	21.7	25.5
25.583	41.417	22.1	25.9
25.583	41.583	22.2	26
25.583	41.75	22.4	26.3
25.583	41.917	23.1	26.9
25.583	42.083	23.3	27.2
25.583	42.25	23	26.7
25.583	42.417	21.9	25.6
25.583	42.583	20.8	24.5
25.583	42.75	18.9	22.5
25.583	42.917	21	24.6
25.583	43.083	22.2	25.8
25.583	43.25	22.9	26.4
25.583	43.417	22.9	26.4
25.583	43.583	23.1	26.5
25.583	43.75	23.2	26.6
25.583	43.917	23	26.4
25.583	44.083	22.9	26.3
25.583	44.25	22.7	26.1
25.583	44.417	22.5	26
25.583	44.583	22.3	25.8
25.583	44.75	21.8	25.4
25.583	44.917	21.1	24.8
25.583	45.083	19.7	23.5
25.583	45.25	16.7	20.6
25.583	45.417	14.2	18.1
25.583	45.583	16.2	20.1
25.583	45.75	18.6	22.5
25.583	45.917	18	21.8
25.583	46.083	18	21.8
25.583	46.25	16.4	20.2
25.583	46.417	14.1	18
25.583	46.583	15.3	19.1
25.583	46.75	15.6	19.4
25.583	46.917	15.1	19
25.583	47.083	14.5	18.4
25.583	47.25	14.7	18.5
25.583	47.417	15.1	19
25.583	47.583	16.5	20.4
25.583	47.75	16.1	19.9
25.583	47.917	17.3	21.2
25.583	48.083	18.2	22.1
25.583	48.25	18.7	22.6
25.583	48.417	19.3	23.2
25.583	48.583	19.1	23
25.583	48.75	19	22.8
25.583	48.917	18.6	22.4
25.583	49.083	18.3	22.1
25.583	49.25	18.4	22.1
25.583	49.417	18.2	22
25.583	49.583	18.1	21.9
25.583	49.75	18	21.7
25.583	49.917	18.2	21.9
25.583	50.083	18.4	22.1
25.583	50.25	18.6	22.3
25.583	50.417	18.6	22.2
25.583	50.583	18.7	22.3
25.583	50.75	18.7	22.3
25.583	50.917	18.7	22.5
25.583	51.083	18.7	22.4
25.583	51.25	18.7	22.2
25.583	51.417	18.6	22.1
25.583	51.583	18.7	22.1
25.583	51.75	18.6	22.1
25.583	51.917	18.6	22
25.583	52.083	18.4	21.9
25.583	52.25	18.4	21.7
25.583	52.417	18.2	21.6
25.583	52.583	18.2	21.6
25.583	52.75	18.2	21.4
25.583	52.917	18.1	21.4
25.583	53.083	17.9	21.3
25.583	53.25	17.8	21.2
25.583	53.417	17.8	21.2
25.583	53.583	17.8	21.2
25.583	53.75	17.9	21.2
25.583	53.917	17.9	21.2
25.583	54.083	17.7	20.9
25.583	54.25	17.5	20.7
25.583	54.417	17.4	20.6
25.583	54.583	17.4	20.5
25.583	54.75	17.6	20.7
25.583	54.917	17.5	20.5
25.583	55.083	17.3	20.3
25.583	55.25	17.2	20.2
25.583	55.417	17.1	20
25.583	55.583	17.2	20
25.583	55.75	17.1	19.9
25.583	55.917	17	19.8
25.583	56.083	17	19.7
25.583	56.25	16.9	19.6
25.583	56.417	17	19.6
25.583	56.583	16.9	19.5
25.583	56.75	16.6	19.2
25.583	56.917	16.3	18.7
25.583	57.083	16	18.4
25.583	57.25	16	18.4
25.583	57.417	16.6	19
25.583	57.583	16.8	19.2
25.583	57.75	16.7	19.2
25.583	57.917	16.7	19.2
25.583	58.083	16.5	19
25.583	58.25	16.7	19.2
25.583	58.417	16.6	19.1
25.583	58.583	16.8	19.3
25.583	58.75	16.8	19.3
25.583	58.917	16.7	19.3
25.583	59.083	16.6	19.2
25.583	59.25	16.6	19.3
25.583	59.417	16.7	19.3
25.583	59.583	16.8	19.5
25.583	60.25	16.8	19.5
25.583	60.417	16.6	19.3
25.583	60.583	16.5	19.2
25.583	60.75	16.3	19
25.583	60.917	16.3	18.8
25.583	61.083	16.3	18.9
25.583	61.417	16.6	19.1
25.583	61.583	16.6	19.1
25.583	61.75	16.4	18.9
25.583	61.917	16.3	18.8
25.583	62.083	16	18.5
25.583	62.25	15.7	18.2
25.583	62.417	15.5	17.9
25.583	62.583	15.6	18
25.583	62.75	15.4	17.9
25.583	62.917	15.4	17.8
25.583	63.083	15.4	18
25.583	63.25	15.3	17.9
25.583	63.417	15.3	17.9
25.583	63.583	15	17.6
25.583	63.75	15.1	17.7
25.583	63.917	15.1	17.7
25.583	64.083	15.2	17.8
25.583	64.25	15.1	17.7
25.583	64.417	15.3	17.9
25.583	64.583	15.5	18.1
25.583	64.75	15.6	18.2
25.583	64.917	15.6	18.2
25.583	65.083	15.5	18.1
25.583	65.25	15.4	18
25.583	65.417	15.4	18
25.583	65.583	15.2	17.9
25.583	65.75	15.2	17.8
25.583	65.917	15	17.7
25.583	66.083	14.9	17.6
25.583	66.25	14.9	17.6
25.583	66.417	14.9	17.6
25.583	66.583	14.8	17.6
25.583	66.75	14.7	17.5
25.583	66.917	14.5	17.3
25.583	67.083	14.3	17.2
25.583	67.25	14.2	17.1
25.583	67.417	14.1	16.9
25.583	67.583	14	16.9
25.583	67.75	13.7	16.7
25.583	67.917	13.6	16.5
25.583	68.083	13.3	16.2
25.583	68.25	13.1	16
25.583	68.417	13.1	15.9
25.583	68.583	12.9	15.6
25.583	68.75	12.9	15.6
25.583	68.917	13	15.7
25.583	69.083	12.8	15.4
25.583	69.25	12.5	15.1
25.583	69.417	12.3	14.8
25.583	69.583	11.9	14.4
25.583	69.75	11.5	14
25.583	69.917	10.6	13.1
25.583	70.083	9.8	12.3
25.583	70.25	10.7	13.2
25.583	70.417	11.2	13.7
25.583	70.75	10.3	12.8
25.583	70.917	9.5	12.1
25.583	71.083	9.3	11.9
25.75	35.083	24.7	27
25.75	35.25	24.7	27
25.75	40.083	24.1	27.8
25.75	40.917	23	26.7
25.75	41.083	22.9	26.6
25.75	41.25	21.2	24.9
25.75	41.417	21.9	25.6
25.75	41.583	22.3	26.1
25.75	41.75	22.8	26.6
25.75	41.917	23.2	27
25.75	42.083	23.4	27.2
25.75	42.25	23.2	26.9
25.75	42.417	22.8	26.5
25.75	42.583	21.3	24.9
25.75	42.75	19.5	23.1
25.75	42.917	20.8	24.3
25.75	43.083	22.6	26.1
25.75	43.25	22.6	26.1
25.75	43.417	22.5	25.9
25.75	43.583	22.4	25.8
25.75	43.75	23.2	26.6
25.75	43.917	23	26.3
25.75	44.083	22.9	26.2
25.75	44.25	22.8	26.1
25.75	44.417	22.7	26
25.75	44.583	22.5	25.9
25.75	44.75	22	25.5
25.75	44.917	21.3	24.9
25.75	45.083	19.8	23.5
25.75	45.25	17.2	21
25.75	45.417	14.5	18.3
25.75	45.583	16.4	20.3
25.75	45.75	18.5	22.3
25.75	45.917	17.1	20.9
25.75	46.083	17.1	20.9
25.75	46.25	15.2	19
25.75	46.417	16.4	20.2
25.75	46.583	16	19.7
25.75	46.75	14.2	18.1
25.75	46.917	15.4	19.3
25.75	47.083	14.6	18.4
25.75	47.25	15.7	19.5
25.75	47.417	16.1	20
25.75	47.583	16.8	20.7
25.75	47.75	16.9	20.8
25.75	47.917	18.1	22
25.75	48.083	18.6	22.4
25.75	48.25	18.9	22.8
25.75	48.417	19.5	23.4
25.75	48.583	19.3	23.2
25.75	48.75	19.1	22.9
25.75	48.917	18.9	22.7
25.75	49.083	18.6	22.5
25.75	49.25	18.5	22.3
25.75	49.417	18.4	22.1
25.75	49.583	18.3	22
25.75	49.75	18.1	21.8
25.75	49.917	18.1	21.8
25.75	50.083	18.2	21.9
25.75	50.25	18.6	22.3
25.75	50.417	18.7	22.4
25.75	50.583	18.6	22.3
25.75	50.75	18.7	22.4
25.75	50.917	18.8	22.4
25.75	51.083	18.7	22.3
25.75	51.25	18.7	22.2
25.75	51.417	18.6	22.2
25.75	51.583	18.7	22.1
25.75	51.75	18.6	22.1
25.75	51.917	18.6	22.1
25.75	52.083	18.5	21.9
25.75	52.25	18.3	21.7
25.75	52.417	18.4	21.7
25.75	52.583	18.2	21.6
25.75	52.75	18.2	21.5
25.75	52.917	18	21.4
25.75	53.083	18	21.3
25.75	53.25	17.8	21.2
25.75	53.417	17.7	21.1
25.75	53.583	17.4	20.8
25.75	53.75	17.7	21.1
25.75	53.917	17.9	21.2
25.75	54.083	17.7	21
25.75	54.25	17.5	20.7
25.75	54.417	17.4	20.6
25.75	54.583	17.4	20.5
25.75	54.75	17.3	20.3
25.75	54.917	17.5	20.5
25.75	55.083	17.3	20.4
25.75	55.25	17.2	20.2
25.75	55.417	17	19.9
25.75	55.583	17	19.9
25.75	55.75	17.2	20
25.75	55.917	17.1	19.9
25.75	56.083	17	19.7
25.75	56.25	17	19.7
25.75	56.417	17	19.7
25.75	56.583	16.9	19.5
25.75	56.75	16.6	19.1
25.75	56.917	16.1	18.6
25.75	57.083	16	18.4
25.75	57.25	16	18.4
25.75	57.417	16.4	18.8
25.75	57.583	16.8	19.2
25.75	57.75	16.8	19.1
25.75	57.917	16.6	19.1
25.75	58.083	16.5	18.9
25.75	58.25	16.7	19.2
25.75	58.417	16.8	19.2
25.75	58.583	16.8	19.3
25.75	58.75	16.8	19.2
25.75	58.917	16.6	19.1
25.75	59.083	16.5	19.1
25.75	59.25	16.6	19.1
25.75	59.417	16.6	19.2
25.75	59.583	16.8	19.5
25.75	60.25	16.7	19.4
25.75	60.417	16.6	19.3
25.75	60.583	16.5	19.1
25.75	60.75	16.4	19
25.75	60.917	16.3	18.9
25.75	61.083	16.3	18.8
25.75	61.25	16.5	19.1
25.75	61.417	16.5	19
25.75	61.583	16.4	18.9
25.75	61.75	16.3	18.8
25.75	61.917	16.2	18.7
25.75	62.083	16.2	18.7
25.75	62.25	15.9	18.4
25.75	62.417	15.7	18.1
25.75	62.583	15.7	18.2
25.75	62.75	15.6	18
25.75	62.917	15.4	18
25.75	63.083	15.6	18.1
25.75	63.25	15.4	18
25.75	63.417	15.3	17.9
25.75	63.583	15.2	17.7
25.75	63.75	15.1	17.7
25.75	63.917	15.2	17.8
25.75	64.083	15.2	17.8
25.75	64.25	15.2	17.9
25.75	64.417	15.3	17.9
25.75	64.583	15.4	18
25.75	64.75	15.5	18.1
25.75	64.917	15.4	18
25.75	65.083	15.4	18
25.75	65.25	15.3	17.9
25.75	65.417	15.3	17.9
25.75	65.583	15.1	17.8
25.75	65.75	15	17.7
25.75	65.917	14.9	17.6
25.75	66.083	14.9	17.5
25.75	66.25	14.8	17.5
25.75	66.417	14.7	17.5
25.75	66.583	14.9	17.7
25.75	66.75	14.6	17.4
25.75	66.917	14.4	17.2
25.75	67.083	14.3	17.1
25.75	67.25	14.2	17
25.75	67.417	14	16.8
25.75	67.583	13.8	16.7
25.75	67.75	13.6	16.4
25.75	67.917	13.3	16.2
25.75	68.083	13.3	16.2
25.75	68.25	13.2	16.1
25.75	68.417	13.1	15.9
25.75	68.583	12.8	15.6
25.75	68.75	12.4	15.1
25.75	68.917	13.1	15.8
25.75	69.083	12.9	15.5
25.75	69.25	12.6	15.2
25.75	69.417	12.5	15.1
25.75	69.583	12.2	14.7
25.75	69.75	11.4	13.9
25.75	69.917	9.9	12.4
25.75	70.083	10.1	12.6
25.75	70.25	10	12.5
25.75	70.417	11.1	13.6
25.75	70.75	10.7	13.2
25.75	70.917	10.2	12.8
25.75	71.083	9.6	12.1
25.917	35.083	23.4	25.8
25.917	38.25	24.7	27
25.917	38.417	24.3	26.8
25.917	38.583	23.7	26.5
25.917	39.25	24	27.8
25.917	40.25	24.5	28.2
25.917	40.917	23.5	27.1
25.917	41.083	21.2	24.9
25.917	41.25	21	24.7
25.917	41.417	22.1	25.9
25.917	41.583	22.1	25.9
25.917	41.75	22.9	26.6
25.917	41.917	23.4	27.2
25.917	42.083	23.4	27.2
25.917	42.25	23.4	27.1
25.917	42.417	23.2	26.9
25.917	42.583	21.9	25.6
25.917	42.75	18.8	22.4
25.917	42.917	20.9	24.4
25.917	43.083	22.6	26.1
25.917	43.25	22.3	25.7
25.917	43.417	22	25.4
25.917	43.583	22.4	25.7
25.917	43.75	23.1	26.3
25.917	43.917	23.3	26.5
25.917	44.083	22.9	26.1
25.917	44.25	22.9	26.1
25.917	44.417	22.8	26.1
25.917	44.583	22.6	25.9
25.917	44.75	22.2	25.6
25.917	44.917	21.6	25.1
25.917	45.083	20.5	24.2
25.917	45.25	18.2	22
25.917	45.417	14.9	18.7
25.917	45.583	15.6	19.5
25.917	45.75	17.8	21.6
25.917	45.917	17.5	21.3
25.917	46.083	16.2	20.1
25.917	46.25	16.9	20.8
25.917	46.417	15.5	19.3
25.917	46.583	14.9	18.7
25.917	46.75	15.2	19
25.917	46.917	15.7	19.5
25.917	47.083	16.5	20.3
25.917	47.25	15.5	19.4
25.917	47.417	16.8	20.6
25.917	47.583	18	21.8
25.917	47.75	18.5	22.3
25.917	47.917	18.6	22.4
25.917	48.083	18.8	22.7
25.917	48.25	19.5	23.4
25.917	48.417	19.4	23.3
25.917	48.583	19.5	23.4
25.917	48.75	19.3	23.1
25.917	48.917	19.1	22.9
25.917	49.083	18.8	22.6
25.917	49.25	18.6	22.4
25.917	49.417	18.5	22.2
25.917	49.583	18.2	21.9
25.917	49.75	18.3	22
25.917	49.917	18.4	22.1
25.917	50.083	18.3	22
25.917	50.25	18.4	22.2
25.917	50.417	18.5	22.2
25.917	50.583	18.7	22.4
25.917	50.75	18.8	22.5
25.917	50.917	18.7	22.4
25.917	51.083	18.8	22.4
25.917	51.25	18.7	22.3
25.917	51.417	18.7	22.2
25.917	51.583	18.6	22.1
25.917	51.75	18.6	22.1
25.917	51.917	18.6	22.1
25.917	52.083	18.4	21.8
25.917	52.25	18.4	21.8
25.917	52.417	18.3	21.7
25.917	52.583	18.3	21.6
25.917	52.75	18.3	21.6
25.917	52.917	18.2	21.5
25.917	53.083	18	21.4
25.917	53.25	17.8	21.2
25.917	53.417	17.7	21.1
25.917	53.583	17.5	20.9
25.917	53.75	17.8	21.2
25.917	53.917	18	21.2
25.917	54.083	17.7	21
25.917	54.25	17.5	20.7
25.917	54.417	17.4	20.6
25.917	54.583	17.4	20.5
25.917	54.75	17.5	20.6
25.917	54.917	17.5	20.5
25.917	55.083	17.4	20.4
25.917	55.25	17.3	20.3
25.917	55.417	17.1	20
25.917	55.583	17	19.9
25.917	55.75	17.1	19.9
25.917	55.917	17.1	19.9
25.917	56.083	16.9	19.7
25.917	56.25	16.9	19.6
25.917	56.417	17.1	19.7
25.917	56.583	16.9	19.5
25.917	56.75	16.6	19.1
25.917	56.917	16.1	18.6
25.917	57.083	15.9	18.4
25.917	57.25	16.1	18.6
25.917	57.417	16.4	18.9
25.917	57.583	16.8	19.2
25.917	57.75	16.7	19.2
25.917	57.917	16.7	19.1
25.917	58.083	16.7	19.1
25.917	58.25	16.8	19.2
25.917	58.417	16.8	19.2
25.917	58.583	16.7	19.2
25.917	58.75	16.6	19.1
25.917	58.917	16.6	19.1
25.917	59.083	16.4	19
25.917	59.25	16.5	19.1
25.917	59.417	16.6	19.2
25.917	59.583	16.7	19.4
25.917	60.25	16.6	19.4
25.917	60.417	16.6	19.3
25.917	60.583	16.5	19.2
25.917	60.75	16.4	19
25.917	60.917	16.2	18.9
25.917	61.083	16.2	18.8
25.917	61.25	16.5	19
25.917	61.417	16.4	18.9
25.917	61.583	16.4	18.9
25.917	61.75	16.3	18.8
25.917	61.917	16.1	18.6
25.917	62.083	16.1	18.6
25.917	62.25	16.1	18.6
25.917	62.417	15.9	18.4
25.917	62.583	15.7	18.2
25.917	62.75	15.9	18.4
25.917	62.917	15.8	18.3
25.917	63.083	15.7	18.2
25.917	63.25	15.5	18
25.917	63.417	15.2	17.8
25.917	63.583	15.3	17.9
25.917	63.75	15.3	17.8
25.917	63.917	15.2	17.8
25.917	64.083	15.2	17.8
25.917	64.25	15.4	18
25.917	64.417	15.4	18
25.917	64.583	15.2	17.9
25.917	64.75	15.4	17.9
25.917	64.917	15.4	17.9
25.917	65.083	15.2	17.8
25.917	65.25	15.2	17.8
25.917	65.417	15.2	17.9
25.917	65.583	15	17.7
25.917	65.75	14.9	17.6
25.917	65.917	14.8	17.5
25.917	66.083	14.7	17.4
25.917	66.25	14.7	17.5
25.917	66.417	14.8	17.6
25.917	66.583	14.7	17.5
25.917	66.75	14.5	17.2
25.917	66.917	14.1	17
25.917	67.083	14.2	17
25.917	67.25	14.1	16.9
25.917	67.417	13.8	16.7
25.917	67.583	13.8	16.7
25.917	67.75	13.5	16.4
25.917	67.917	13.1	16
25.917	68.083	13.3	16.2
25.917	68.25	13.2	16.1
25.917	68.417	13.1	15.9
25.917	68.583	12.6	15.3
25.917	68.75	12.7	15.4
25.917	68.917	13	15.6
25.917	69.083	12.6	15.2
25.917	69.25	12.2	14.8
25.917	69.417	12.3	14.8
25.917	69.583	12.2	14.7
25.917	69.75	11.7	14.2
25.917	69.917	9.6	12.1
25.917	70.083	9.6	12
25.917	70.25	10.4	12.8
25.917	70.417	10.8	13.3
25.917	70.583	10.8	13.3
25.917	71.083	9.6	12.1
26.083	35.083	23.8	26.2
26.083	35.25	25.1	27.4
26.083	37.583	23.6	25.9
26.083	38.25	25	27.2
26.083	38.417	23.8	26.1
26.083	38.583	23.8	26.6
26.083	39.083	24.4	28
26.083	39.25	23.6	27.4
26.083	39.583	24.2	27.9
26.083	40.75	24.3	27.9
26.083	40.917	23.8	27.4
26.083	41.083	22.6	26.3
26.083	41.25	22.7	26.4
26.083	41.417	23	26.7
26.083	41.583	22.9	26.6
26.083	41.75	23.4	27.2
26.083	41.917	23.2	26.9
26.083	42.083	22.7	26.5
26.083	42.25	23.2	26.9
26.083	42.417	23	26.7
26.083	42.583	22.3	26
26.083	42.75	19.6	23.2
26.083	42.917	20.6	24.1
26.083	43.083	21.4	24.8
26.083	43.25	21.8	25.2
26.083	43.417	21.4	24.8
26.083	43.583	22.3	25.5
26.083	43.75	22.6	25.8
26.083	43.917	23.3	26.5
26.083	44.083	23.1	26.3
26.083	44.25	23.1	26.3
26.083	44.417	23	26.2
26.083	44.583	22.7	26
26.083	44.75	22.4	25.8
26.083	44.917	21.9	25.4
26.083	45.083	20.9	24.6
26.083	45.25	19.1	22.9
26.083	45.417	16.1	19.9
26.083	45.583	16.1	20
26.083	45.75	17.6	21.6
26.083	45.917	18.3	22.2
26.083	46.083	16.9	20.8
26.083	46.25	15.9	19.7
26.083	46.417	14.8	18.6
26.083	46.583	14.9	18.8
26.083	46.75	15.1	19
26.083	46.917	17	20.8
26.083	47.083	16.6	20.5
26.083	47.25	16.9	20.8
26.083	47.417	18.2	22.1
26.083	47.583	18.7	22.5
26.083	47.75	18.9	22.7
26.083	47.917	18.9	22.8
26.083	48.083	19	22.9
26.083	48.25	19.8	23.7
26.083	48.417	19.3	23.2
26.083	48.583	19.7	23.6
26.083	48.75	19.4	23.2
26.083	48.917	19.1	22.9
26.083	49.083	18.9	22.7
26.083	49.25	18.7	22.5
26.083	49.417	18.5	22.3
26.083	49.583	18.5	22.2
26.083	49.75	18.4	22.1
26.083	49.917	18.6	22.3
26.083	50.083	18.6	22.3
26.083	50.25	18.5	22.2
26.083	50.417	18.5	22.3
26.083	50.583	18.7	22.4
26.083	50.75	18.9	22.6
26.083	50.917	18.9	22.6
26.083	51.083	18.8	22.5
26.083	51.25	18.8	22.4
26.083	51.417	18.7	22.3
26.083	51.583	18.7	22.2
26.083	51.75	18.6	22.1
26.083	51.917	18.6	22.1
26.083	52.083	18.4	21.8
26.083	52.25	18.4	21.8
26.083	52.417	18.3	21.7
26.083	52.583	18.2	21.6
26.083	52.75	18.2	21.6
26.083	52.917	18.2	21.5
26.083	53.083	18	21.3
26.083	53.25	17.9	21.3
26.083	53.417	17.9	21.3
26.083	53.583	17.9	21.3
26.083	53.75	18.1	21.4
26.083	53.917	18	21.3
26.083	54.083	17.7	21
26.083	54.25	17.4	20.6
26.083	54.417	17.4	20.6
26.083	54.583	17.5	20.6
26.083	54.75	17.5	20.5
26.083	54.917	17.5	20.4
26.083	55.083	17.2	20.2
26.083	55.25	17.2	20.2
26.083	55.417	17.2	20.1
26.083	55.583	17.1	20
26.083	55.75	17.1	19.9
26.083	55.917	17.1	19.8
26.083	56.083	17.2	19.9
26.083	56.25	17.2	19.8
26.083	56.417	17.1	19.7
26.083	56.583	17	19.5
26.083	56.75	16.7	19.2
26.083	56.917	16.1	18.6
26.083	57.083	16.2	18.6
26.083	57.25	16.3	18.7
26.083	57.417	16.5	18.9
26.083	57.583	16.8	19.2
26.083	57.75	16.8	19.2
26.083	57.917	16.8	19.2
26.083	58.083	16.8	19.2
26.083	58.25	16.9	19.3
26.083	58.417	16.9	19.3
26.083	58.583	16.8	19.2
26.083	58.75	16.7	19.1
26.083	58.917	16.5	19.1
26.083	59.083	16.5	19
26.083	59.25	16.4	18.9
26.083	59.417	16.5	19.1
26.083	59.583	16.8	19.4
26.083	60.417	16.6	19.3
26.083	60.583	16.5	19.1
26.083	60.75	16.4	19.1
26.083	60.917	16.4	19
26.083	61.083	16.3	18.9
26.083	61.25	16.5	19
26.083	61.417	16.3	18.8
26.083	61.583	16.4	18.9
26.083	61.75	16.3	18.8
26.083	61.917	16.1	18.6
26.083	62.083	16	18.5
26.083	62.25	16.1	18.6
26.083	62.417	16.1	18.6
26.083	62.583	15.9	18.4
26.083	62.75	15.8	18.3
26.083	62.917	15.9	18.3
26.083	63.083	15.6	18.2
26.083	63.25	15.5	17.9
26.083	63.417	15.4	18
26.083	63.583	15.2	17.8
26.083	63.75	15.3	17.8
26.083	63.917	15.5	18
26.083	64.083	15.2	17.9
26.083	64.25	15.4	18
26.083	64.417	15.2	17.9
26.083	64.583	15.2	17.9
26.083	64.75	15.2	17.9
26.083	64.917	15.2	17.9
26.083	65.083	15.2	17.8
26.083	65.25	15.1	17.8
26.083	65.417	15.1	17.8
26.083	65.583	15.1	17.7
26.083	65.75	14.8	17.5
26.083	65.917	14.8	17.5
26.083	66.083	14.7	17.3
26.083	66.25	14.5	17.3
26.083	66.417	14.8	17.5
26.083	66.583	14.6	17.4
26.083	66.75	14.3	17.1
26.083	66.917	14.1	17
26.083	67.083	13.9	16.8
26.083	67.25	13.8	16.7
26.083	67.417	13.9	16.8
26.083	67.583	13.8	16.7
26.083	67.75	13.4	16.3
26.083	67.917	13.3	16.1
26.083	68.083	13.4	16.3
26.083	68.25	13.2	16.1
26.083	68.417	13.1	15.9
26.083	68.583	12.7	15.5
26.083	68.75	12.9	15.6
26.083	68.917	12.9	15.5
26.083	69.083	12.2	14.8
26.083	69.25	11.9	14.5
26.083	69.417	12	14.5
26.083	69.583	11.7	14.2
26.083	69.75	11.6	14.1
26.083	69.917	10.1	12.6
26.083	70.083	9.9	12.3
26.083	70.25	10.5	13
26.083	70.417	10.3	12.8
26.083	70.583	10.2	12.7
26.083	70.75	10.1	12.7
26.25	35.083	24.4	26.7
26.25	35.25	25.3	27.6
26.25	37.583	24.3	26.6
26.25	39.083	24.3	27.8
26.25	39.25	24.4	28
26.25	39.417	23.9	27.7
26.25	39.583	23.5	27.2
26.25	39.75	23.8	27.4
26.25	39.917	24.2	27.9
26.25	40.083	24.2	27.9
26.25	40.25	24.4	28
26.25	40.583	24.3	27.9
26.25	40.75	24	27.6
26.25	40.917	24.3	27.8
26.25	41.083	23.9	27.6
26.25	41.25	23.6	27.3
26.25	41.417	23.7	27.4
26.25	41.583	23.9	27.6
26.25	41.75	23.9	27.6
26.25	41.917	22.4	26.1
26.25	42.083	22.4	26.1
26.25	42.25	23	26.8
26.25	42.417	23	26.7
26.25	42.583	22.6	26.3
26.25	42.75	19.5	23.1
26.25	42.917	20.2	23.8
26.25	43.083	20.6	24.1
26.25	43.25	21.6	25
26.25	43.417	21.9	25.2
26.25	43.583	22	25.2
26.25	43.75	22.4	25.6
26.25	43.917	23	26.3
26.25	44.083	23.1	26.4
26.25	44.25	23.2	26.3
26.25	44.417	23	26.2
26.25	44.583	22.8	26.1
26.25	44.75	22.6	26
26.25	44.917	22.1	25.6
26.25	45.083	21.1	24.7
26.25	45.25	19.7	23.4
26.25	45.417	17.6	21.4
26.25	45.583	15.7	19.6
26.25	45.75	15.5	19.4
26.25	45.917	17	20.9
26.25	46.083	17	20.9
26.25	46.25	15	18.9
26.25	46.417	16	19.8
26.25	46.583	15.1	19
26.25	46.75	15.9	19.8
26.25	46.917	17.6	21.5
26.25	47.083	17.3	21.2
26.25	47.25	18.4	22.2
26.25	47.417	19.1	23
26.25	47.583	19.3	23.1
26.25	47.75	19	22.9
26.25	47.917	19.4	23.2
26.25	48.083	19.6	23.6
26.25	48.25	20	24
26.25	48.417	19.6	23.5
26.25	48.583	19.7	23.6
26.25	48.75	19.5	23.4
26.25	48.917	19.3	23.1
26.25	49.083	18.9	22.8
26.25	49.25	18.7	22.5
26.25	49.417	18.7	22.5
26.25	49.583	18.6	22.3
26.25	49.75	18.5	22.2
26.25	49.917	18.7	22.4
26.25	50.083	18.6	22.3
26.25	50.25	18.7	22.4
26.25	50.417	18.7	22.4
26.25	50.583	18.8	22.5
26.25	50.75	18.8	22.6
26.25	50.917	18.9	22.6
26.25	51.083	18.9	22.5
26.25	51.25	18.9	22.5
26.25	51.417	18.8	22.3
26.25	51.583	18.7	22.2
26.25	51.75	18.7	22.2
26.25	51.917	18.7	22.2
26.25	52.083	18.5	21.9
26.25	52.25	18.4	21.8
26.25	52.417	18.4	21.7
26.25	52.583	18.3	21.7
26.25	52.75	18.3	21.6
26.25	52.917	18.2	21.6
26.25	53.083	18.1	21.4
26.25	53.25	18	21.4
26.25	53.417	18	21.4
26.25	53.583	18.1	21.5
26.25	53.75	18	21.4
26.25	53.917	18	21.3
26.25	54.083	17.8	21.1
26.25	54.25	17.5	20.7
26.25	54.417	17.3	20.5
26.25	54.583	17.7	20.7
26.25	54.75	17.6	20.6
26.25	54.917	17.5	20.5
26.25	55.083	17.1	20
26.25	55.25	17.1	20
26.25	55.417	17.2	20.1
26.25	55.583	17.2	20.1
26.25	55.75	17.2	20
26.25	55.917	17.2	19.9
26.25	56.083	17.3	20
26.25	56.25	17.3	19.9
26.25	56.417	17.1	19.7
26.25	56.583	17	19.5
26.25	56.75	16.9	19.3
26.25	56.917	16.4	18.9
26.25	57.083	16.5	19
26.25	57.25	16.5	19
26.25	57.417	16.7	19.2
26.25	57.583	16.9	19.3
26.25	57.75	16.9	19.3
26.25	57.917	16.8	19.3
26.25	58.083	16.5	18.9
26.25	58.25	16.7	19.2
26.25	58.417	16.9	19.3
26.25	58.583	16.8	19.2
26.25	58.75	16.6	19.2
26.25	58.917	16.6	19.1
26.25	59.083	16.4	19
26.25	59.25	16.4	18.9
26.25	59.417	16.5	19.1
26.25	59.583	16.8	19.3
26.25	60.417	16.8	19.4
26.25	60.583	16.7	19.3
26.25	60.75	16.5	19.2
