date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
7/24/2006,labrador,,Menihek Siding Lab,N side of Marble Mt surface of pool,54.39589,-66.24726111,NA,Myrmicinae,Leptothorax,canadensis,lepcan,(YPM) Francoeur,R Pupedis
7/24/2006,labrador,,Menihek Siding Lab,N side of Marble Mt surface of pool,54.39589,-66.24726111,NA,Myrmicinae,Leptothorax,acervorum,lepace,(YPM) Francoeur,R Pupedis
7/24/2006,labrador,,Menihek Siding Lab,N side of Marble Mt surface of pool,54.39589,-66.24726111,NA,Myrmicinae,Myrmica,alaskensis,myrala,(YPM) Francoeur,R Pupedis
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC 1,44.82854,-71.94804,425,Formicinae,Formica,argentea,forarg,AME 2012 0188,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC 2,44.82854,-71.94804,425,Formicinae,Formica,argentea,forarg,AME 2012 0189,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC 2,44.82854,-71.94804,425,Formicinae,Lasius,americanus,lasame,AME 2012 0190,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC 2,44.82854,-71.94804,425,Myrmicinae,Myrmica,detritinodis,myrdet,AME 2012 0191,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC 3,44.82854,-71.94804,425,Formicinae,Lasius,americanus,lasame,AME 2012 0192,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC  4,44.82854,-71.94804,425,Formicinae,Formica,argentea,forarg,AME 2012 0193,ARGiese
8/12/2012,vermont,orleans,NorthWoods sustainability center,NWSC  4,44.82854,-71.94804,425,Formicinae,Lasius,americanus,lasame,AME 2012 0194,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 1,44.0968,-72.10697,236,Formicinae,Formica,subintegra,forsub2,AME 2012 0195,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 1,44.0968,-72.10697,236,Formicinae,Formica,lasioides,forlas,AME 2012 0196,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 1,44.0968,-72.10697,236,Myrmicinae,Myrmica,pinetorum,myrpin,AME 2012 0197,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 2,44.0968,-72.10697,236,Myrmicinae,Crematogaster,cerasi,crecer,AME 2012 0198,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 3,44.0968,-72.10697,236,Formicinae,Lasius,nearcticus,lasnea,AME 2012 0199,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 8c,44.0968,-72.10697,236,Myrmicinae,Aphaenogaster,fulva,aphful,AME 2012 0200,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 8b,44.0968,-72.10697,236,Formicinae,Lasius,americanus,lasame,AME 2012 0201,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 4,44.0968,-72.10697,236,Formicinae,Lasius,americanus,lasame,AME 2012 0202,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 8a,44.0968,-72.10697,236,Myrmicinae,Aphaenogaster,fulva,aphful,AME 2012 0203,ARGiese
8/3/2011,vermont,orleans,Jobs Pond shore,JP 1,44.76093,-71.95517,648,Myrmicinae,Stenamma,diecki,stedie,AME 2012 0204,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 9,44.0968,-72.10697,236,Formicinae,Formica,subsericea,forsub3,AME 2012 0205,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 5,44.0968,-72.10697,236,Myrmicinae,Aphaenogaster,fulva,aphful,AME 2012 0206,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 5,44.0968,-72.10697,236,Myrmicinae,Temnothorax,longispinosus,temlon,AME 2012 0207,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 6,44.0968,-72.10697,236,Formicinae,Lasius,aphidicolus,lasaph,AME 2012 0208,ARGiese
8/3/2011,vermont,orleans,Jobs Pond shore,JP 2,44.76093,-71.95517,236,Formicinae,Camponotus,novaeboracensis,camnov,AME 2012 0209,ARGiese
8/16/2012,vermont,orange,Richard Burrow's Farm,RBF 7,44.0968,-72.10697,236,Myrmicinae,Aphaenogaster,fulva,aphful,AME 2012 0210,ARGiese
4/16/2012,pennsylvania,montgomery,404 Ashbourne Road; Elkins Park,Base of Japanese maple in yard,40.06803,-74.969,61,Myrmicinae,Solenopsis,molesta,solmol,AME.2012.0001,AME
4/16/2012,pennsylvania,montgomery,404 Ashbourne Road; Elkins Park,Base of Japanese maple in yard,40.06803,-74.969,61,Formicinae,Camponotus,nearcticus,camnea,AME.2012.0002,AME
4/16/2012,pennsylvania,montgomery,404 Ashbourne Road; Elkins Park,Base of Japanese maple in yard,40.06803,-74.969,61,Formicinae,Camponotus,pennsylvanicus,campen,AME.2012.0003,AME
5/11/2012,massachusetts,berkshire,Williamstown; Field Farm,Cave Trail just past intxn with oak trail,42.66627,-73.2605,322,Formicinae,Lasius,nearcticus,lasnea,AME.2012.0004,AME
5/12/2012,connecticut,litchfield,Norfolk,At base of Campbell falls; under rock,42.0422,-73.2259,381,Formicinae,Lasius,nearcticus,lasnea,AME.2012.0005,AME
5/12/2012,connecticut,litchfield,Norfolk,At base of Campbell falls; under rock,42.0422,-73.2259,381,Formicinae,Lasius,brevicornis,lasbre,AME.2012.0006,AME
5/12/2012,connecticut,litchfield,Norfolk,At base of Campbell falls; under rock,42.0422,-73.2259,381,Formicinae,Formica,subsericea,forsub3,AME.2012.0007,AME
5/12/2012,massachusetts,berkshire,Stockbridge,Ice Glen; Laura Tower Trail,42.27298,-73.3021,304,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2012.0008,AME
5/12/2012,massachusetts,berkshire,Stockbridge,Ice Glen; Laura Tower Trail,42.27298,-73.3021,304,Formicinae,Lasius,nearcticus,lasnea,AME.2012.0009,AME
5/12/2012,massachusetts,berkshire,Stockbridge,Ice Glen; Laura Tower Trail,42.27298,-73.3021,304,Formicinae,Lasius,aphidicolus,lasaph,AME.2012.0010,AME
5/12/2012,massachusetts,berkshire,Stockbridge,Ice Glen; Laura Tower Trail,42.27298,-73.3021,304,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2012.0011,AME
5/13/2012,massachusetts,berkshire,Charlemont,In oak canopy at Zoar Outdoor zipline,42.6275,-72.8894,180,Formicinae,Camponotus,nearcticus,camnea,AME.2012.0012,AME
5/13/2012,massachusetts,berkshire,Charlemont,In oak canopy at Zoar Outdoor zipline,42.6275,-72.8894,180,Formicinae,Camponotus,pennsylvanicus,campen,AME.2012.0013,AME
5/13/2012,massachusetts,berkshire,Charlemont,In oak canopy at Zoar Outdoor zipline,42.6275,-72.8894,180,Formicinae,Camponotus,nearcticus,camnea,AME.2012.0014,AME
5/13/2012,massachusetts,berkshire,Charlemont,In oak canopy at Zoar Outdoor zipline,42.6275,-72.8894,180,Formicinae,Camponotus,nearcticus,camnea,AME.2012.0015,AME
5/16/2012,colorado,colonino,,,NA,NA,NA,Formicinae,Formica,densiventris,forden,AME.2012.0016,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30574,-72.4737,176,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2012.0017,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.3059,-72.4739,177,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0018,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30563,-72.4746,164,Formicinae,Camponotus,chromaiodes,camchr,AME.2012.0019,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30574,-72.4746,167,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2012.0020,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30579,-72.4746,182,Formicinae,Formica,pallidefulva,forpal,AME.2012.0021,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30705,-72.4788,272,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2012.0022,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30705,-72.479,262,Formicinae,Lasius,aphidicolus,lasaph,AME.2012.0023,AME
5/20/2012,massachusetts,hampshire,amherst,Long Mountain trail,42.30705,-72.479,262,Myrmicinae,Temnothorax,longispinosus,temlon,AME.2012.0024,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Myrmica,nearctica,myrnea,AME.2012.0025,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0026,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Formicinae,Camponotus,americanus,camame,AME.2012.0027,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0028,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Formicinae,Nylanderia,parvula,nylpar,AME.2012.0029,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Formicinae,Camponotus,pennsylvanicus,campen,AME.2012.0029,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0030,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Formicinae,Camponotus,americanus,camame,AME.2012.0031,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2012.0032,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Formicinae,Lasius,neoniger,lasneo,AME.2012.0032,AME
6/23/2012,massachusetts,worcester,harvard,Fruitlands at Glacial Sand “beach”,42.50099,-71.6198,86,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2012.0033,AME
6/25/2012,massachusetts,worcester,royalston,163 NE Fitzwilliam Road; in oak log,42.71006,-72.1609,375,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2012.0034,AME
6/29/2012,massachusetts,worcester,royalston,slave raid by front stoop,42.71006,-72.1609,375,Myrmicinae,Formica,pergandei,forper,AME.2012.0035,AME
7/7/2012,massachusetts,worcester,athol,Alan Rich Env Park ant foray,42.5939,-72.2388,155,Formicinae,Lasius,sp. 1,lasspA,AME.2012.0036,AME
7/6/2012,new hampshire,cheshire,mount monadnock,on Pumpelly trail from Dublin,42.87862,-72.0883,755,Formicinae,Formica,aserva,forase,AME.2012.0037,AME
7/6/2012,new hampshire,cheshire,mount monadnock,on Pumpelly trail from Dublin,42.87862,-72.0883,755,Formicinae,Formica,neogagates,forneo1,AME.2012.0037,AME
7/6/2012,new hampshire,cheshire,mount monadnock,on rock at cairn on trail,42.87503,-72.0904,769,Formicinae,Formica,aserva,forase,AME.2012.0038,AME
7/7/2012,massachusetts,worcester,athol,Alan Rich Env Park ant foray,42.5939,-72.2388,155,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2012.0039,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,on privet hedge,41.16907,-71.58424,23,Formicinae,Lasius,americanus,lasame,AME.2012.0040,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,on grassy path,41.16907,-71.58424,23,Formicinae,Lasius,americanus,lasame,AME.2012.0041,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,inside twig,41.16907,-71.58424,23,Myrmicinae,Crematogaster,cerasi,crecer,AME.2012.0042,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,grass,41.1692,-71.58482,23,Formicinae,Lasius,americanus,lasame,AME.2012.0043,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,grassy thicket,41.1692,-71.58482,23,Formicinae,Lasius,americanus,lasame,AME.2012.0044,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,litter,41.16927,-71.58493,23,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2012.0045,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,open grassy knowll,41.16872,-71.58513,23,Myrmicinae,Crematogaster,lineolata,crelin,AME.2012.0046,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,in old stone wall,41.1687,-71.5874,23,Formicinae,Lasius,americanus,lasame,AME.2012.0047,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,under stone wall,41.16872,-71.58722,23,Formicinae,Lasius,americanus,lasame,AME.2012.0048,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,shady woods,41.16872,-71.58722,23,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0049,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,on Asian Chestnut,41.16872,-71.58722,23,Formicinae,Lasius,americanus,lasame,AME.2012.0050,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,in shady stone wall,41.16872,-71.58722,23,Formicinae,Lasius,americanus,lasame,AME.2012.0051,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,open field on trail,41.16783,-71.59135,23,Myrmicinae,Monomorium,emarginatum,monema,AME.2012.0052,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,open field on trail,41.16783,-71.59135,23,Formicinae,Lasius,neoniger,lasneo,AME.2012.0053,AME
7/11/2012,rhode island,washington,Block Island; Nathan Mott Park,in decayed spruce log,41.16783,-71.59135,23,Formicinae,Lasius,americanus,lasame,AME.2012.0054,AME
7/11/2012,rhode island,washington,Block Island; High Street,on deck at TNC office,41.16969,-71.55807,23,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0055,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in path on open hilltop,41.16816,-71.59193,57,Myrmicinae,Myrmica,americana,myrame2,AME.2012.0056,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in path on open hilltop,41.16816,-71.59193,57,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0057,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in path on open hilltop,41.16816,-71.59193,57,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0058,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,rotted stump,41.16816,-71.59193,57,Myrmicinae,Crematogaster,lineolata,crelin,AME.2012.0059,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in Amelanchier,41.16816,-71.59193,57,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0060,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in litter at base of cherry,41.16816,-71.59193,57,Myrmicinae,Monomorium,emarginatum,monema,AME.2012.0061,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 9,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0062,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 1,41.16816,-71.59193,57,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0063,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in path on open hilltop,41.16816,-71.59193,57,Myrmicinae,Monomorium,emarginatum,monema,AME.2012.0064,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in rotten Prunus log,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0065,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,litter of Viburnum dentatum,41.16816,-71.59193,57,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0066,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in Prunus twig,41.16816,-71.59193,57,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2012.0067,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in Prunus log,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0068,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,old cherry copse,41.16816,-71.59193,57,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0069,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,old cherry copse,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0070,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in grass under cherry,41.16816,-71.59193,57,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2012.0071,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in Prunus twig,41.16816,-71.59193,57,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2012.0072,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 1,41.16816,-71.59193,57,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0073,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 3,41.16816,-71.59193,57,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0074,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 3,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0074,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 5,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0075,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 5,41.16816,-71.59193,57,Myrmicinae,Crematogaster,lineolata,crelin,AME.2012.0075,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 7,41.16816,-71.59193,57,Myrmicinae,Myrmica,americana,myrame2,AME.2012.0076,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 8,41.16816,-71.59193,57,Myrmicinae,Solenopsis,molesta,solmol,AME.2012.0077,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 8,41.16816,-71.59193,57,Myrmicinae,Myrmica,americana,myrame2,AME.2012.0077,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 9,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0078,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,at cookie bait 10,41.16816,-71.59193,57,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0079,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in path on open hilltop,41.16816,-71.59193,57,Myrmicinae,Monomorium,emarginatum,monema,AME.2012.0080,AME
7/12/2012,rhode island,washington,Block Island; Dodge Cemetery,on cemetery wall,41.1664,-71.59641,57,Myrmicinae,Crematogaster,cerasi,crecer,AME.2012.0081,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,on cemetery wall,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0081,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in cemetery wall,41.16816,-71.59193,57,Myrmicinae,Crematogaster,cerasi,crecer,AME.2012.0082,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,in cemetery wall,41.16816,-71.59193,57,Myrmicinae,Crematogaster,cerasi,crecer,AME.2012.0083,AME
7/12/2012,rhode island,washington,Block Island; Turnip Farm,under granit rock,41.16816,-71.59193,57,Formicinae,Lasius,americanus,lasame,AME.2012.0084,AME
7/12/2012,rhode island,washington,Block Island; West Side Road,roadside,41.16658,-71.6005,NA,Formicinae,Formica,incerta,forinc,AME.2012.0085,AME
7/12/2012,rhode island,washington,Block Island; West Side Road,roadside,41.16658,-71.6005,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0086,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,in dune side with Cakile,41.18295,-71.60278,1,Myrmicinae,Crematogaster,lineolata,crelin,AME.2012.0087,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,in dune side with Cakile,41.18295,-71.60278,1,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0088,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,in dune side with Cakile,41.18295,-71.60278,1,Formicinae,Lasius,neoniger,lasneo,AME.2012.0089,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,in dune side with Cakile,41.18295,-71.60278,1,Formicinae,Lasius,neoniger,lasneo,AME.2012.0090,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,in letter atop dune,41.18295,-71.60278,1,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0091,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,at base of Phragmites australis,41.18295,-71.60278,1,Formicinae,Lasius,americanus,lasame,AME.2012.0092,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,forraging in driftwood,41.18295,-71.60278,1,Formicinae,Formica,argentea,forarg,AME.2012.0093,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,under rocks and Lathyrus,41.18295,-71.60278,1,Formicinae,Lasius,neoniger,lasneo,AME.2012.0094,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,on gravel face of bluff,41.18295,-71.60278,1,Formicinae,Formica,argentea,forarg,AME.2012.0095,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,base of Ammophila,41.18295,-71.60278,1,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0096,AME
7/12/2012,rhode island,washington,Block Island; Gracie's Cove Beach,under driftwood,41.18295,-71.60278,1,Formicinae,Lasius,neoniger,lasneo,AME.2012.0097,AME
7/12/2012,rhode island,washington,Block Island; High Street,home of Beth and Pat Tengwall,41.16969,-71.55807,NA,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0098,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,trail head,41.20868,-71.56194,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0099,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,under sycamore maple,41.20857,-71.56125,NA,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0100,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on path,41.20857,-71.56125,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0101,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,climbing sycamore maple,41.20775,-71.56062,NA,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2012.0102,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,climbing sycamore maple,41.20775,-71.56062,NA,Formicinae,Lasius,pallitarsis,laspal,AME.2012.0103,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,climbing sycamore maple,41.20775,-71.56062,NA,Formicinae,Lasius,americanus,lasame,AME.2012.0104,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,under rocks by trailside,41.20739,-71.56029,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0105,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,under rocks by trailside,41.20739,-71.56029,NA,Myrmicinae,Solenopsis,molesta,solmol,AME.2012.0105,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,shrub thicket on shore of Clay Pond,41.20679,-71.55914,NA,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2012.0106,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,Clay beach below bluffs,41.20741,-71.55693,NA,Formicinae,Formica,argentea,forarg,AME.2012.0107,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on open sand,41.20741,-71.55693,NA,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0108,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on open sand,41.20741,-71.55693,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0108,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,at base of Hieraceum along path,41.20667,-71.55775,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0109,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on path with Toxicodendron,41.20667,-71.55775,NA,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0110,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,under rock in stone wall,41.20732,-71.55764,NA,Formicinae,Lasius,americanus,lasame,AME.2012.0111,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on mossy clay,41.20732,-71.55764,NA,Formicinae,Lasius,americanus,lasame,AME.2012.0112,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,on path near sycamore maples,41.20857,-71.56125,NA,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2012.0113,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,north shore of Sachem pond,41.2244,-71.56941,NA,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0114,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,shrub thicket on shore of Clay Pond,41.20679,-71.55914,NA,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2012.0115,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,under log with Ammophila,41.2244,-71.56941,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0116,AME
7/13/2012,rhode island,washington,Block Island; West Side Road,roadside near pond,41.18105,-71.58492,NA,Myrmicinae,Crematogaster,lineolata,crelin,AME.2012.0117,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,pond edge in Sphagnum,41.18195,-71.58454,NA,Dolichoderinae,Tapinoma,sessile,tapses,AME.2012.0118,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,pond edge in Sphagnum,41.18216,-71.58449,NA,Formicinae,Lasius,americanus,lasame,AME.2012.0119,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,pond edge in Vaccinnium,41.18216,-71.58449,NA,Myrmicinae,Myrmica,AF-scu,myrscu,AME.2012.0120,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,pond edge in Sphagnum,41.18216,-71.58449,NA,Myrmicinae,Myrmica,AF-smi,myrsmi,AME.2012.0121,AME
7/13/2012,rhode island,washington,Block Island; Clay Head,pond edge in Sphagnum,41.18216,-71.58449,NA,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2012.0122,AME
7/13/2012,rhode island,washington,Block Island; High Street,on deck at TNC office,41.16969,-71.55807,NA,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2012.0123,AME
7/13/2012,rhode island,washington,Block Island; High Street,on deck at TNC office,41.16969,-71.55807,NA,Formicinae,Lasius,neoniger,lasneo,AME.2012.0124,AME
7/14/2012,rhode island,newport,Tiverton; Fort Barton,at base of tower in pine stump,41.62537,-71.20695,66,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0125,AME
7/14/2012,rhode island,newport,Tiverton; Fort Barton,at base of tower under granite rock,41.62516,-71.20701,66,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2012.0126,AME
7/14/2012,rhode island,newport,Tiverton; Fort Barton,at base of tower under granite rock,41.62516,-71.20701,66,Myrmicinae,Solenopsis,molesta,solmol,AME.2012.0126,AME
7/14/2012,rhode island,newport,Tiverton; Fort Barton,at cookie bait 2,41.62516,-71.20701,66,Formicinae,Formica,neogagates,forneo1,AME.2012.0127,AME
7/14/2012,rhode island,newport,Tiverton; Fort Barton,at cookie bait 3,41.62516,-71.20701,66,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2012.0128,AME
