date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
7/13/2013,maine,piscataquis,baxter state park,Pogy Brook Trail; wetland south of lean-to,46.08446,-68.89277,400,Formicinae,Lasius,americanus,lasame,AME.2013.0280,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Pogy Brook Trail; wetland south of lean-to,46.08446,-68.89277,400,Formicinae,Lasius,americanus,lasame,AME.2013.0281,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Pogy Brook Trail; wetland south of lean-to,46.08446,-68.89277,400,Formicinae,Lasius,americanus,lasame,AME.2013.0282,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Pogy Brook Trail; wetland south of lean-to,46.08446,-68.89277,400,Formicinae,Lasius,americanus,lasame,AME.2013.0283,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Pogy Brook Trail; wetland south of lean-to,46.08446,-68.89277,400,Formicinae,Lasius,americanus,lasame,AME.2013.0284,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Formica,subsericea,forsub3,AME.2013.0285,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Lasius,americanus,lasame,AME.2013.0285,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Camponotus,pennsylvanicus,campen,AME.2013.0286,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0287,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Formica,subaenescens,forsub1,AME.2013.0288,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0289,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0290,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0291,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Howe Falls; main falls,46.08813,-68.8583,530,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2013.0292,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,aserva,forase,AME.2013.0293,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0294,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Myrmicinae,Leptothorax,canadensis,lepcan,AME.2013.0294,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Dolichoderinae,Tapinoma,sessile,tapses,AME.2013.0295,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0296,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,subsericea,forsub3,AME.2013.0297,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,americanus,lasame,AME.2013.0297,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2013.0297,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,aserva,forase,AME.2013.0298,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,subsericea,forsub3,AME.2013.0299,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2013.0300,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0301,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2013.0302,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Dolichoderinae,Dolichoderus,plagiatus,dolpla,AME.2013.0303,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,subaenescens,forsub1,AME.2013.0304,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0305,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Formica,aserva,forase,AME.2013.0306,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,brevicornis,lasbre,AME.2013.0307,AME/BaxterExp
7/13/2013,maine,piscataquis,baxter state park,Lower Howe Falls and pools,46.09647,-68.88821,345,Formicinae,Lasius,pallitarsis,laspal,AME.2013.0307,AME/BaxterExp
7/17/2013,maine,washington,steuben,eagle hill inst; blueberry field,44.45576,-67.92806,47,Formicinae,Lasius,subglaber,lassub1,AME.2013.0308,AME
7/17/2013,maine,washington,steuben,eagle hill inst; blueberry field,44.45622,-67.9291,50,Formicinae,Lasius,subglaber,lassub1,AME.2013.0309,AME
7/17/2013,maine,washington,steuben,eagle hill inst; blueberry field,44.45614,-67.92905,49,Formicinae,Lasius,subglaber,lassub1,AME.2013.0310,AME
7/17/2013,maine,washington,steuben,eagle hill inst; blueberry field,44.45613,-67.92865,45,Formicinae,Lasius,subglaber,lassub1,AME.2013.0311,AME
7/17/2013,maine,washington,steuben,eagle hill inst; blueberry field,44.45555,-67.92776,48,Formicinae,Lasius,subglaber,lassub1,AME.2013.0312,AME
5/17/2014,maine,androscoggin,Lewiston-Auburn College USM,in front of Atrium gallery,44.07642,-70.172063,67,Myrmicinae,Myrmica,americana,myrame2,AME.2014.0023,EJFarnsworth
5/17/2014,maine,androscoggin,Lewiston-Auburn College USM,in front of Atrium gallery,44.07642,-70.172063,67,Formicinae,Lasius,neoniger,lasneo,AME.2014.0023,EJFarnsworth
5/17/2014,maine,androscoggin,Lewiston-Auburn College USM,in front of Atrium gallery,44.07642,-70.172063,67,Formicinae,Formica,pallidieulva,forpal,AME.2014.0023,EJFarnsworth
5/17/2014,maine,androscoggin,Lewiston-Auburn College USM,in front of Atrium gallery,44.07642,-70.172063,67,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2014.0023,EJFarnsworth
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; near EJF Calystegia plots,42.63326,-72.1087,,Formicinae,Lasius,aphidicolus,lasaph,AME.2014.0024,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; in clearcut area,42.63215,-72.11177,,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2014.0025,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; in clearcut area,42.63313,-72.11279,,Formicinae,Formica,dolosa,fordol,AME.2014.0026,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; in clearcut area,42.63313,-72.11279,,Formicinae,Formica,subsericea,forsub3,AME.2014.0026,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; in clearcut area,42.63034,-72.10937,,Formicinae,Formica,incerta,forinc,AME.2014.0027,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; in clearcut area,42.63034,-72.10937,,Myrmicinae,Myrmica,americana,myrame2,AME.2014.0028,AMEllison
6/14/2014,massachusetts,worcester,Royalston,Birch Hill WMA; roadside; in stump,42.63079,-72.11274,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0029,AMEllison
6/22/2014,vermont,windham,Brattleboro,West River Trail,42.87267,-72.56685,,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2014.0030,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,on trail up,42.91227,-72.60671,,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2014.0031,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,under pine bark of cut logs,42.91226,-72.60414,,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2014.0032,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,foraging on witch hazel,42.91862,-72.60263,,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2014.0033,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,granite summit,42.92282,-72.60298,,Formicinae,Formica,pallidefulva,forpal,AME.2014.0034,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,granite summit,42.92282,-72.60298,,Formicinae,Formica,incerta,forinc,AME.2014.0034,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,granite summit,42.92282,-72.60298,,Formicinae,Lasius,brevicornis,lasbre,AME.2014.0035,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,granite summit,42.92282,-72.60298,,Dolichoderinae,Dolichoderus,pustulatus,dolpus,AME.2014.0036,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,granite summit,42.92282,-72.60298,,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2014.0037,AME/EJF
6/22/2014,vermont,windham,Black Mountain Preserve,under rock on trail,42.918,-72.60218,,Ponerinae,Ponera,pennsylvanica,ponpen,AME.2014.0038,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,on west summit trail,43.4427,-72.45706,,Formicinae,Lasius,americanus,lasame,AME.2014.0039,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,on rock on west summit,43.44354,-72.45866,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0040,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,summit of Ascutney; under comm tower,43.44375,-72.45441,,Formicinae,Formica,aserva,forase,AME.2014.0042,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,summit of Ascutney; under comm tower,43.44375,-72.45441,,Formicinae,Formica,neorufibarbis,forneo2,AME.2014.0042,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,summit of Ascutney; under comm tower,43.44375,-72.45441,,Formicinae,Formica,neogagates,forneo1,AME.2014.0043,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,Castle Rock,43.44594,-72.45163,,Formicinae,Camponotus,herculeanus,camher,AME.2014.0044,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,Castle Rock,43.44594,-72.45163,,Formicinae,Formica,subsericea,forsub3,AME.2014.0044,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,Castle Rock,43.44594,-72.45163,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0045,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,Castle Rock,43.44594,-72.45163,,Formicinae,Formica,subsericea,forsub3,AME.2014.0046,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,slot trail,43.44528,-72.45162,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0047,AME/EJF
7/5/2014,vermont,windsor,Mount Ascutney,slab trail,43.44366,-72.45238,,Formicinae,Formica,subsericea,forsub3,AME.2014.0048,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - nature trail,43.85822,-70.15752,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0049,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - nature trail,43.85822,-70.15752,,Formicinae,Formica,neogagates,forneo1,AME.2014.0049,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - nature trail,43.85835,-70.15771,,Formicinae,Lasius,neoniger,lasneo,AME.2014.0051,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - tough trail,43.85638,-70.15721,,Formicinae,Lasius,nearcticus,lasnea,AME.2014.0052,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - tough trail,43.8557,-70.15598,,Formicinae,Lasius,aphidicolus,lasaph,AME.2014.0053,AME/EJF
7/9/2014,maine,cumberland,Freeport,Desert of Maine - tough trail,43.85607,-70.15497,,Formicinae,Lasius,aphidicolus,lasaph,AME.2014.0053A,AME/EJF
7/9/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - black gum trail,43.87072,-69.65988,,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2014.0054,AME/EJF
7/9/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - black gum trail,43.86978,-69.66026,,Formicinae,Formica,argentea,forarg,AME.2014.0055,AME/EJF
7/9/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - cedar loop trail,43.86937,-69.66316,,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2014.0056,AME/EJF
7/9/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - shore of back river cedar loop trail,43.87026,-69.66463,,Myrmicinae,Myrmica,detritinodis,myrdet,AME.2014.0057,AME/EJF
7/9/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - shore of back river cedar loop trail,43.87026,-69.66463,,Formicinae,Formica,subsericea,forsub3,AME.2014.0058,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Great Lawn,43.87662,-69.66246,,Formicinae,Formica,subsericea,forsub3,AME.2014.0059,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Great Lawn,43.87662,-69.66246,,Formicinae,Formica,aserva,forase,AME.2014.0059,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Great Lawn,43.87662,-69.66246,,Formicinae,Formica,incerta,forinc,AME.2014.0059,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Great Lawn,43.87662,-69.66246,,Formicinae,Lasius,neoniger,lasneo,AME.2014.0059,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Great Lawn,43.87662,-69.66246,,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2014.0059,AME/EJF
7/10/2014,maine,lincoln,Boothbay,Coastal Maine Botanic Garden - Haney Hill Trail,43.87329,-69.66279,,Formicinae,Camponotus,nearcticus,camnea,AME.2014.0060,AME/EJF
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2015.0001,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Temnothorax,longispinosus,temlon,AME.2015.0002,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Formicinae,Formica,subsericea,forsub3,AME.2015.0003,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Formicinae,Camponotus,pennsylvanicus,campen,AME.2015.0004,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Formicinae,Camponotus,nearcticus,camnea,AME.2015.0005,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Stenamma,impar,steimp,AME.2015.0006,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Aphaenogaster,fulva,aphful,AME.2015.0007,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Formicinae,Lasius,nearcticus,lasnea,AME.2015.0008,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Formicinae,Camponotus,nearcticus,camnea,AME.2015.0009,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2015.0010,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Aphaenogaster,rudis,aphrud,AME.2015.0011,AME
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,parking lot,42.37931,-72.57729,,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2015.0011,AME
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Trail - first T junction,42.37931,-72.57729,,Formicinae,Camponotus,pennsylvanicus,campen,AME.2015.0012,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Trail - first T junction,42.37931,-72.57729,,Formicinae,Lasius,americanus,lasame,AME.2015.0013,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Dried wetland area,42.37884,-72.57629,,Myrmicinae,Stenamma,impar,steimp,AME.2015.0014,
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Big stream crossing,42.37813,-72.57671,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0015,AME
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,On trail; mixed hardwoods,42.37727,-72.57628,,Formicinae,Camponotus,chromaiodes,camchr,AME.2015.0016,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,On trail; mixed hardwoods,42.37727,-72.57628,,Myrmicinae,Stenamma,impar,steimp,AME.2015.0017,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Myrmicinae,Aphaenogaster,picea,aphpic,AME.2015.0018,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Formica,subsericea,forsub3,AME.2015.0019,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Lasius,nearcticus,lasnea,AME.2015.0020,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Lasius,aphidicolus,lasaph,AME.2015.0021,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Lasius,interjectus,lasint,AME.2015.0022,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Formica,subsericea,forsub3,AME.2015.0023,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Formica,pallidefulva,forpal,AME.2015.0024,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Lasius,nearcticus,lasnea,AME.2015.0025,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Formicinae,Lasius,claviger,lascla,AME.2015.0026,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Oak-hickory stand off-trail,42.3764,-72.57633,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0027,AME
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Rock pile off trail,42.37798,-72.557367,,Formicinae,Lasius,nearcticus,lasnea,AME.2015.0028,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Rock pile off trail,42.37798,-72.557367,,Formicinae,Lasius,claviger,lascla,AME.2015.0029,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,vernal pool near summit,42.38568,-72.56901,,Formicinae,Formica,subsericea,forsub3,AME.2015.0030,EJFarnsworth
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,vernal pool near summit,42.38568,-72.56901,,Formicinae,Lasius,claviger,lascla,AME.2015.0031,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,vernal pool near summit,42.38568,-72.56901,,Myrmicinae,Stenamma,impar,steimp,AME.2015.0032,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Near overlook; wet depression,42.38568,-72.56901,,Formicinae,Lasius,aphidicolus,lasaph,AME.2015.0033,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Near overlook; wet depression,42.38568,-72.56901,,Formicinae,Lasius,aphidicolus,lasaph,AME.2015.0034,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Near overlook; wet depression,42.38568,-72.56901,,Myrmicinae,Myrmecina,americana,myrame1,AME.2015.0034,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Hilltop farm overlooking CT River,42.38924,-72.56931,,Formicinae,Lasius,neoniger,lasneo,AME.2015.0035,AME
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Hilltop farm overlooking CT River,42.38924,-72.56931,,Formicinae,Lasius,neoniger,lasneo,AME.2015.0036,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Hilltop farm overlooking CT River,42.38924,-72.56931,,Myrmicinae,Solenopsis,molesta,solmol,AME.2015.0037,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Hilltop farm overlooking CT River,42.38924,-72.56931,,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2015.0038,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Myrmicinae,Myrmica,americana,myrame2,AME.2015.0039,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2015.0040,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Myrmicinae,Myrmica,nearctica,myrnea,AME.2015.0041,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Myrmicinae,Myrmica,americana,myrame2,AME.2015.0042,Mlau
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Ponerinae,Ponera,pennsylvanica,ponpen,AME.2015.0043,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Myrmicinae,Tetramorium,immigrans,tetimm,AME.2015.0044,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Russellville Cemetery,On Rt 47; Russellville Cemetery,42.21206,-72.57465,,Formicinae,Lasius,americanus,lasame,AME.2015.0045,Gbarber
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Mt Warner indet,42.37931,-72.57729,,Formicinae,Formica,neogagates,forneo1,AME.2015.0046,
5/10/2015,massachusetts,hampshire,Hadley - Mt Warner,Mt Warner indet,42.37931,-72.57729,,Myrmicinae,Temnothorax,longispinosus,temlon,AME.2015.0047,
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,open field; grassy veg; 100m from parking lot,42.06572,-72.56572222,,Formicinae,Lasius,americanus,lasame,AME.2015.0048,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,open field; grassy veg; 100m from parking lot,42.06572,-72.56572222,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0049,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,open field; grassy veg; 100m from parking lot,42.06572,-72.56572222,,Myrmicinae,Myrmica,nearctica,myrnea,AME.2015.0050,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,open field; grassy veg; 100m from parking lot,42.06572,-72.56572222,,Myrmicinae,Myrmica,fracticornis,myrfra,AME.2015.0051,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Formicinae,Formica,subsericea,forsub3,AME.2015.0052,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Formicinae,Lasius,americanus,lasame,AME.2015.0053,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Myrmicinae,Temnothorax,longispinosus,temlon,AME.2015.0054,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Formicinae,Lasius,neoniger,lasneo,AME.2015.0055,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Formicinae,Camponotus,pennsylvanicus,campen,AME.2015.0056,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,edge of woods; 150m from parking lot,42.06572,-72.56572222,,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2015.0056,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,foraging under bark on black cherry tree,42.06572,-72.56572222,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0057,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,on log; forest understory by stream,42.06572,-72.56572222,,Myrmicinae,Myrmica,punctiventris,myrpun,AME.2015.0058,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,in pine litter; forest understory,42.06572,-72.56572222,,Myrmicinae,Temnothorax,curvispinosus,temcur,AME.2015.0059,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,crawiling on Kent Brenneck,42.06572,-72.56572222,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0060,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,on boardwalk; deciduous woods,42.06572,-72.56572222,,Myrmicinae,Temnothorax,longispinosus,temlon,AME.2015.0061,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,on boardwalk crossing trib of Fort River,42.06572,-72.56572222,,Formicinae,Lasius,americanus,lasame,AME.2015.0062,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,on boardwalk crossing trib of Fort River,42.06572,-72.56572222,,Dolichoderinae,Tapinoma,sessile,tapses,AME.2015.0062,EJFarnsworth
5/29/2015,massachusetts,hampshire,Hadley - Silvio Conte NWR,sandy roadbed with open vegetation,42.06572,-72.56572222,,Myrmicinae,Monomorium,emarginatum,monema,AME.2015.0063,EJFarnsworth
