date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
7/7/1999,massachusetts,worcester,Chockalog,bog,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,bog,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,bog,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Dolichoderinae,Tapinoma,sessile,tapses,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,bog,42.03,-71.67,152,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,ambiguus,temamb,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,bog,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,curvispinosus,temcur,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,worcester,Chockalog,forest,42.03,-71.67,152,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,massachusetts,norfolk,Ponkapoag,forest,42.19,-71.1,47,Myrmicinae,Temnothorax,longispinosus,temlon,HFR,Ellison/Farnsworth/Gotelli
7/7/1999,vermont,chittenden,South Burlington,NA,44.47,-73.17,91,Formicinae,Formica,rubicunda,forrub,UVCC,NA
7/9/1999,maine,penobscot,bradley Bradley Exp Forest,shade,NA,NA,NA,Formicinae,Camponotus,novaeboracensis,camnov,ELMF,K Georgitis
7/9/1999,maine,penobscot,bradley Bradley Exp Forest,shade,NA,NA,NA,Dolichoderinae,Dolichoderus,plagiatus,dolpla,ELMF,K Georgitis
7/9/1999,maine,penobscot,bradley Bradley Exp Forest,shade,NA,NA,NA,Formicinae,Formica,argentea,forarg,ELMF,K Georgitis
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Aphaenogaster,picea ,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,Shankpainter,forest,42.05,-70.2,8,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,rudis,aphrud,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,picea,aphpic,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,1,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,95,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,95,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,95,Myrmicinae,Aphaenogaster,fulva ,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Arcadia,forest,42.31,-72.43,95,Myrmicinae,Aphaenogaster,fulva,aphful,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,herculeanus,camher,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,novaeboracensis,camnov,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Camponotus,pennsylvanicus,campen,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Dolichoderinae,Dolichoderus,pustulatus,dolpus,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Dolichoderinae,Dolichoderus,pustulatus,dolpus,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Dolichoderinae,Dolichoderus,pustulatus,dolpus,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Dolichoderinae,Dolichoderus,pustulatus,dolpus,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,neorufibarbis,forneo2,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,bog,42.05,-70.2,1,Formicinae,Formica,subaenescens,forsub1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Formica,subsericea,forsub3,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,americanus,lasame,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Lasius,brevicornis,lasbre,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,neoniger,lasneo,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,neoniger,lasneo,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,neoniger,lasneo,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,neoniger,lasneo,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,barnstable,Shankpainter,forest,42.05,-70.2,1,Formicinae,Lasius,neoniger,lasneo,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Formicinae,Lasius,speculiventris,lasspe,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,forest,42,-70.74,8,Myrmicinae,Myrmecina,americana,myrame1,HFR,Ellison/Farnsworth/Gotelli
7/10/1999,massachusetts,plymouth,HallsBrook,bog,42,-70.74,8,Myrmicinae,Myrmica,lobifrons,myrlob,HFR,Ellison/Farnsworth/Gotelli
