date,state,county,locality,habitat,latitude,longitude,masl,subfamily,ant.genus,ant.species,code,collection,collector
9/21/1990,massachusetts,plymouth,Myles Standish State Forest,NA,41.856,-70.675,NA,Formicinae,Formica,querquetulana,forque,MCZ-Lubertazzi DB,S.P. Cover
9/24/1990,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,L. Wells
9/24/1990,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,L. Wells
9/28/1990,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Formica,subsericea,forsub3,UVCC,Masson
9/28/1990,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,R. Kanaan
10/3/1990,massachusetts,middlesex,Cambridge,NA,42.373,-71.119,NA,Myrmicinae,Monomorium,pharaonis,monpha,MCZ-Lubertazzi DB,F. Wiest
11/15/1990,connecticut,new haven,Orange,Talltimber Rd.,NA,NA,NA,Formicinae,Camponotus,pennsylvanicus,campen,PMNH,Raymond J. Pupedis
11/15/1990,connecticut,new haven,Orange,Talltimber Rd.,NA,NA,NA,Formicinae,Camponotus,pennsylvanicus,campen,PMNH,Raymond J. Pupedis
11/15/1990,connecticut,new haven,Orange,Talltimber Rd.,NA,NA,NA,Formicinae,Camponotus,pennsylvanicus,campen,PMNH,Raymond J. Pupedis
11/15/1990,connecticut,new haven,Orange,Talltimber Rd.,NA,NA,NA,Formicinae,Camponotus,pennsylvanicus,campen,PMNH,Raymond J. Pupedis
3/3/1991,new hampshire,hillsborough,Manchester,NA,42.991,-71.464,NA,Formicinae,Lasius,interjectus,lasint,MCZ-Lubertazzi DB,M Charette
4/7/1991,new hampshire,strafford,Chesley Brook; 1.6 km SW Durham,NA,43.1342,-70.9709,23,Myrmicinae,Myrmica,punctiventris,myrpun,UNHC,Morse
4/9/1991,massachusetts,plymouth,Myles Standish State Forest,NA,41.856,-70.675,NA,Myrmicinae,Temnothorax,schaumii,temsch,MCZ-Lubertazzi DB,S.P. Cover
5/5/1991,massachusetts,middlesex,natick,NA,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,MCZ,Cover
6/21/1991,maine,cumberland,Raymond,NA,43.9,-70.47,84,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,J. Clark
6/28/1991,massachusetts,dukes,Martha's Vineyard,NA,41.307,-70.783,NA,Formicinae,Formica,exsectoides,forexs,MCZ-Lubertazzi DB,P.Z. Goldstein
7/7/1991,massachusetts,dukes,w tisbury,NA,NA,NA,NA,Formicinae,Formica,knighti,forkni,MCZ,Goldstein
8/17/1991,massachusetts,dukes,Martha's Vineyard,NA,41.395,-70.641,NA,Formicinae,Formica,querquetulana,forque,MCZ-Lubertazzi DB,S.P. Cover
8/17/1991,massachusetts,dukes,Martha's Vineyard,NA,41.395,-70.641,NA,Formicinae,Formica,rubicunda,forrub,MCZ-Lubertazzi DB,S.P. Cover
8/22/1991,new hampshire,strafford,Durham,Swarming flight,43.1474,-70.9445,27,Formicinae,Lasius,neoniger,lasneo,UNHC,Morse
8/31/1991,new hampshire,grafton,Hanover,NA,43.702,-71.63,NA,Formicinae,Lasius,latipes,laslat,MCZ-Lubertazzi DB,Al Smith
9/9/1991,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Camponotus,pennsylvanicus,campen,UVCC,M.Y. Fuller
9/12/1991,vermont,chittenden,Burlington,NA,44.47,-73.2,103,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,M.Y. Fuller
9/18/1991,vermont,chittenden,South Burlington,NA,44.47,-73.17,91,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,N. Duncan
9/18/1991,vermont,chittenden,South Burlington,NA,44.47,-73.17,91,Formicinae,Camponotus,novaeboracensis,camnov,UVCC,N. Duncan
10/2/1991,new hampshire,grafton,Bedell Bridge State Park @ Oliverian Brook,Forest Litter,44.0474,-72.0654,120,Myrmicinae,Temnothorax,ambiguus,temamb,UNHC,Keefe
10/25/1991,massachusetts,worcester,oxbow nwr,NA,NA,NA,NA,Myrmicinae,Myrmica,fracticornis,myrfra,MCZ,NA
3/5/1992,massachusetts,middlesex,Winchester,NA,42.471,-71.17,NA,Myrmicinae,Aphaenogaster,rudis complex,aphNA,MCZ-Lubertazzi DB,W.L. Brown
4/24/1992,massachusetts,nantucket,nantucket,NA,NA,NA,NA,Formicinae,Formica,integra,forint,MCZ,Dunwiddie
5/11/1992,new hampshire,strafford,Chesley Brook; 1.6 km SW Durham,NA,43.1342,-70.9709,23,Formicinae,Lasius,aphidicolus,lasaph,UNHC,D.S. Chandler
5/15/1992,new hampshire,rockingham,Stratham,NA,43.0223,-70.9159,18,Formicinae,Lasius,aphidicolus,lasaph,UNHC,Maguire
5/17/1992,connecticut,new haven,Talcot Mt. State Park; New Haven,NA,41.85,-72.78,197,Myrmicinae,Aphaenogaster,rudis complex,aphNA,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Camponotus,chromaiodes,camchr,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Camponotus,novaeboracensis,camnov,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Camponotus,pennsylvanicus,campen,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Formica,neogagates,forneo1,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Formica,pallidefulva,forpal,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Formica,subaenescens,forsub1,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Lasius,americanus,lasame,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Lasius,claviger,lascla,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Formicinae,Lasius,nearcticus,lasnea,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcot Mt. State Park; Hartford,NA,41.85,-72.78,197,Myrmicinae,Myrmica,punctiventris,myrpun,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Myrmicinae,Myrmica,AF-scu,myrscu,PMNH,Conn. Ento. Society 
5/17/1992,connecticut,hartford,Talcott Mountain State Park; Hartford,NA,41.85,-72.78,197,Myrmicinae,Temnothorax,longispinosus,temlon,PMNH,Conn. Ento. Society 
5/20/1992,massachusetts,plymouth,Myles Standish State Forest,NA,41.856,-70.675,NA,Formicinae,Formica,querquetulana,forque,MCZ-Lubertazzi DB,S.P. Cover
5/28/1992,massachusetts,dukes,marthas vineyard,NA,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,MCZ,Goldstein
5/30/1992,massachusetts,dukes,Martha's Vineyard,NA,41.395,-70.641,NA,Formicinae,Formica,lasioides,forlas,MCZ-Lubertazzi DB,P.Z. Goldstein
5/30/1992,massachusetts,dukes,Martha's Vineyard,NA,41.366,-70.526,NA,Formicinae,Formica,lasioides,forlas,MCZ-Lubertazzi DB,P.Z. Goldstein
6/6/1992,vermont,bennington,Manchester,NA,43.17,-73.05,211,Formicinae,Formica,subsericea,forsub3,UVCC,R. Paul
6/8/1992,massachusetts,middlesex,Woburn ; 19 Ridge Rd,house/garden,NA,NA,NA,Myrmicinae,Strumigenys,pergandei,strper,MCZ,Lazarus
6/11/1992,massachusetts,dukes,marthas vineyard,NA,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,MCZ,Cover
6/11/1992,massachusetts,dukes,Martha's Vineyard,NA,41.36,-70.63,NA,Formicinae,Camponotus,americanus,camame,MCZ-Lubertazzi DB,S.P. Cover
6/11/1992,massachusetts,dukes,Martha's Vineyard,NA,41.373,-70.565,NA,Formicinae,Formica,subsericea,forsub3,MCZ-Lubertazzi DB,S.P. Cover
6/11/1992,massachusetts,dukes,Martha's Vineyard,NA,41.373,-70.565,NA,Formicinae,Formica,subsericea,forsub3,MCZ-Lubertazzi DB,S.P. Cover
6/11/1992,massachusetts,dukes,Martha's Vineyard,NA,41.36,-70.63,NA,Amblyoponinae,Stigmatomma,pallipes,stipal,MCZ-Lubertazzi DB,S.P. Cover
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/12/1992,massachusetts,berkshire,Sheffield,NA,42.1134,-73.3255,235,Dolichoderinae,Tapinoma,sessile,tapses,UCMS,NA
6/21/1992,massachusetts,middlesex,newton,NA,NA,NA,NA,Proceratiinae,Proceratium,silaceum,prosil,MCZ,Lazarus
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/24/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Formicinae,Formica,obscuriventris,forobs,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shaols; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica, rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica,rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica,rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica,rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica,rubra,myrrub,PMNH,Raymond J. Pupedis
6/25/1992,maine,york,York,Isle of Shoals; Appledore Island,NA,NA,NA,Myrmicinae,Myrmica,rubra,myrrub,PMNH,Raymond J. Pupedis
6/30/1992,massachusetts,middlesex,Malden,NA,42.44,-71.086,NA,Formicinae,Camponotus,nearcticus,camnea,MCZ-Lubertazzi DB,S.P. Cover
6/30/1992,massachusetts,middlesex,Malden,NA,42.44,-71.086,NA,Myrmicinae,Temnothorax,schaumii,temsch,MCZ-Lubertazzi DB,S.P. Cover
7/7/1992,new hampshire,grafton,Bedell Bridge State Park @ Oliverian Brook,NA,44.0474,-72.0654,120,Formicinae,Lasius,pallitarsis,laspal,UNHC,D.S. Chandler
7/7/1992,new hampshire,grafton,Bedell Bridge State Park,Forest Vegetation,44.0462,-72.0699,120,Dolichoderinae,Tapinoma,sessile,tapses,UNHC,D.S. Chandler
7/7/1992,new hampshire,grafton,Bedell Bridge State Park @ Oliverian Brook,forest vegetation,44.0474,-72.0654,120,Myrmicinae,Temnothorax,ambiguus,temamb,UNHC,D.S. Chandler
7/7/1992,new hampshire,grafton,Bedell Bridge State Park @ Oliverian Brook,NA,44.0474,-72.0654,120,Formicinae,Lasius,americanus,lasame,UNHC,D.S. Chandler 1
7/9/1992,connecticut,new london,Griswold,NA,41.602,-72.925,NA,Formicinae,Nylanderia,parvula,nylpar,MCZ-Lubertazzi DB,V. Giles
7/18/1992,connecticut,new haven,Wharton Brook State Park; New Haven,NA,41.55,-72.8,49,Myrmicinae,Aphaenogaster,rudis complex,aphNA,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; New Haven,NA,41.55,-72.8,49,Myrmicinae,Crematogaster,lineolata,crelin,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; North Haven,NA,41.55,-72.8,49,Formicinae,Formica,pallidefulva,forpal,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; North Haven,NA,41.55,-72.8,49,Formicinae,Lasius,claviger,lascla,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; North Haven,NA,41.55,-72.8,49,Formicinae,Lasius,neoniger,lasneo,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; New Haven,NA,41.55,-72.8,49,Myrmicinae,Monomorium,emarginatum,monema,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; New Haven,NA,41.55,-72.8,49,Myrmicinae,Myrmica,AF-scu,myrscu,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; New Haven,NA,41.55,-72.8,49,Myrmicinae,Pheidole,pilifera,phepil,PMNH,Conn. Ento. Society 
7/18/1992,connecticut,new haven,Wharton Brook State Park; North Haven,NA,41.55,-72.8,49,Formicinae,Formica,pallidefulva,forpal,PMNH,Pupedis
