"ddg.type","ddg.num","ddg.name","ddg.value","ddg.scope","ddg.from.env","ddg.time","ddg.loc","ddg.current"
"Snapshot",74,"analysis","./gENM_ddg/data/74-analysis.txt","0x7f96eb58e590",FALSE,"2016-07-28T14.18.32EDT","",TRUE
"Snapshot",75,"x","./gENM_ddg/data/75-x.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.33EDT","",TRUE
"Snapshot",76,"p","./gENM_ddg/data/76-p.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.33EDT","",TRUE
"Snapshot",77,"p","./gENM_ddg/data/77-p.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.33EDT","",TRUE
"Snapshot",78,"circ","./gENM_ddg/data/78-circ.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.47EDT","",TRUE
"Snapshot",79,"random","./gENM_ddg/data/79-random.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.48EDT","",TRUE
"Snapshot",80,"gsp_bc","./gENM_ddg/data/80-gsp_bc.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",81,"gsp_bc","./gENM_ddg/data/81-gsp_bc.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",82,"random_bc","./gENM_ddg/data/82-random_bc.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",83,"random","./gENM_ddg/data/83-random.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",84,"random","./gENM_ddg/data/84-random.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",85,"random_bc","./gENM_ddg/data/85-random_bc.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",86,"random_bc","./gENM_ddg/data/86-random_bc.csv","0x7f97055280e0",FALSE,"2016-07-28T14.18.49EDT","",TRUE
"Snapshot",87,"me","./gENM_ddg/data/87-me.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.51EDT","",TRUE
"Snapshot",88,"e","./gENM_ddg/data/88-e.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.54EDT","",TRUE
"Snapshot",89,"pred_me","./gENM_ddg/data/89-pred_me.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.56EDT","",TRUE
"Snapshot",90,"out","./gENM_ddg/data/90-out.txt","0x7f97055280e0",FALSE,"2016-07-28T14.18.56EDT","",TRUE
"Snapshot",91,"ENM(do.call(rbind,groups),p) return","./gENM_ddg/data/91-ENM(do.call(rbind,groups),p) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.18.56EDT","",TRUE
"Snapshot",92,"enm.all","./gENM_ddg/data/92-enm.all.txt","0x7f96eb58e590",FALSE,"2016-07-28T14.18.56EDT","",TRUE
"Snapshot",93,"out","./gENM_ddg/data/93-out.txt","0x7f96eb58e590",FALSE,"2016-07-28T14.18.57EDT","",TRUE
"Snapshot",94,"FUN(X[[i]],...) return","./gENM_ddg/data/94-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.18.57EDT","",TRUE
"Snapshot",95,"df.gsp","./gENM_ddg/data/95-df.gsp.csv","0x7f970260c548",FALSE,"2016-07-28T14.18.57EDT","",TRUE
"Snapshot",96,"groups","./gENM_ddg/data/96-groups.txt","0x7f970260c548",FALSE,"2016-07-28T14.18.57EDT","",TRUE
"Snapshot",97,"p","./gENM_ddg/data/97-p.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.18.57EDT","",TRUE
"Snapshot",98,"circ","./gENM_ddg/data/98-circ.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.01EDT","",TRUE
"Snapshot",99,"random","./gENM_ddg/data/99-random.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.01EDT","",TRUE
"Snapshot",100,"gsp_bc","./gENM_ddg/data/100-gsp_bc.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.02EDT","",TRUE
"Snapshot",101,"gsp_bc","./gENM_ddg/data/101-gsp_bc.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.02EDT","",TRUE
"Snapshot",102,"random_bc","./gENM_ddg/data/102-random_bc.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.03EDT","",TRUE
"Snapshot",103,"random","./gENM_ddg/data/103-random.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.03EDT","",TRUE
"Snapshot",104,"random","./gENM_ddg/data/104-random.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.03EDT","",TRUE
"Snapshot",105,"random_bc","./gENM_ddg/data/105-random_bc.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.03EDT","",TRUE
"Snapshot",106,"random_bc","./gENM_ddg/data/106-random_bc.csv","0x7f96ed494f48",FALSE,"2016-07-28T14.19.03EDT","",TRUE
"Snapshot",107,"me","./gENM_ddg/data/107-me.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.05EDT","",TRUE
"Snapshot",108,"e","./gENM_ddg/data/108-e.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.06EDT","",TRUE
"Snapshot",109,"pred_me","./gENM_ddg/data/109-pred_me.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.08EDT","",TRUE
"Snapshot",110,"out","./gENM_ddg/data/110-out.txt","0x7f96ed494f48",FALSE,"2016-07-28T14.19.08EDT","",TRUE
"Snapshot",111,"FUN(X[[i]],...) return","./gENM_ddg/data/111-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.19.08EDT","",TRUE
"Snapshot",112,"p","./gENM_ddg/data/112-p.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.09EDT","",TRUE
"Snapshot",113,"circ","./gENM_ddg/data/113-circ.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.10EDT","",TRUE
"Snapshot",114,"random","./gENM_ddg/data/114-random.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.10EDT","",TRUE
"Snapshot",115,"gsp_bc","./gENM_ddg/data/115-gsp_bc.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",116,"gsp_bc","./gENM_ddg/data/116-gsp_bc.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",117,"random_bc","./gENM_ddg/data/117-random_bc.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",118,"random","./gENM_ddg/data/118-random.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",119,"random","./gENM_ddg/data/119-random.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",120,"random_bc","./gENM_ddg/data/120-random_bc.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",121,"random_bc","./gENM_ddg/data/121-random_bc.csv","0x7f9704988158",FALSE,"2016-07-28T14.19.11EDT","",TRUE
"Snapshot",122,"me","./gENM_ddg/data/122-me.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.13EDT","",TRUE
"Snapshot",123,"e","./gENM_ddg/data/123-e.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.14EDT","",TRUE
"Snapshot",124,"pred_me","./gENM_ddg/data/124-pred_me.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.16EDT","",TRUE
"Snapshot",125,"out","./gENM_ddg/data/125-out.txt","0x7f9704988158",FALSE,"2016-07-28T14.19.16EDT","",TRUE
"Snapshot",126,"FUN(X[[i]],...) return","./gENM_ddg/data/126-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.19.16EDT","",TRUE
"Snapshot",127,"p","./gENM_ddg/data/127-p.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.17EDT","",TRUE
"Snapshot",128,"circ","./gENM_ddg/data/128-circ.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.24EDT","",TRUE
"Snapshot",129,"random","./gENM_ddg/data/129-random.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.24EDT","",TRUE
"Snapshot",130,"gsp_bc","./gENM_ddg/data/130-gsp_bc.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.24EDT","",TRUE
"Snapshot",131,"gsp_bc","./gENM_ddg/data/131-gsp_bc.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.24EDT","",TRUE
"Snapshot",132,"random_bc","./gENM_ddg/data/132-random_bc.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.25EDT","",TRUE
"Snapshot",133,"random","./gENM_ddg/data/133-random.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.25EDT","",TRUE
"Snapshot",134,"random","./gENM_ddg/data/134-random.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.25EDT","",TRUE
"Snapshot",135,"random_bc","./gENM_ddg/data/135-random_bc.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.25EDT","",TRUE
"Snapshot",136,"random_bc","./gENM_ddg/data/136-random_bc.csv","0x7f97030d5038",FALSE,"2016-07-28T14.19.25EDT","",TRUE
"Snapshot",137,"me","./gENM_ddg/data/137-me.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.26EDT","",TRUE
"Snapshot",138,"e","./gENM_ddg/data/138-e.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.28EDT","",TRUE
"Snapshot",139,"pred_me","./gENM_ddg/data/139-pred_me.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.30EDT","",TRUE
"Snapshot",140,"out","./gENM_ddg/data/140-out.txt","0x7f97030d5038",FALSE,"2016-07-28T14.19.30EDT","",TRUE
"Snapshot",141,"FUN(X[[i]],...) return","./gENM_ddg/data/141-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.19.30EDT","",TRUE
"Snapshot",142,"analysis","./gENM_ddg/data/142-analysis.txt","0x7f970260c548",FALSE,"2016-07-28T14.19.31EDT","",TRUE
"Snapshot",143,"x","./gENM_ddg/data/143-x.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.32EDT","",TRUE
"Snapshot",144,"p","./gENM_ddg/data/144-p.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.32EDT","",TRUE
"Snapshot",145,"p","./gENM_ddg/data/145-p.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.32EDT","",TRUE
"Snapshot",146,"circ","./gENM_ddg/data/146-circ.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.42EDT","",TRUE
"Snapshot",147,"random","./gENM_ddg/data/147-random.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.43EDT","",TRUE
"Snapshot",148,"gsp_bc","./gENM_ddg/data/148-gsp_bc.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.44EDT","",TRUE
"Snapshot",149,"gsp_bc","./gENM_ddg/data/149-gsp_bc.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.44EDT","",TRUE
"Snapshot",150,"random_bc","./gENM_ddg/data/150-random_bc.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.45EDT","",TRUE
"Snapshot",151,"random","./gENM_ddg/data/151-random.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.45EDT","",TRUE
"Snapshot",152,"random","./gENM_ddg/data/152-random.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.45EDT","",TRUE
"Snapshot",153,"random_bc","./gENM_ddg/data/153-random_bc.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.45EDT","",TRUE
"Snapshot",154,"random_bc","./gENM_ddg/data/154-random_bc.csv","0x7f970424a6b0",FALSE,"2016-07-28T14.19.45EDT","",TRUE
"Snapshot",155,"me","./gENM_ddg/data/155-me.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.46EDT","",TRUE
"Snapshot",156,"e","./gENM_ddg/data/156-e.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.48EDT","",TRUE
"Snapshot",157,"pred_me","./gENM_ddg/data/157-pred_me.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.49EDT","",TRUE
"Snapshot",158,"out","./gENM_ddg/data/158-out.txt","0x7f970424a6b0",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",159,"ENM(do.call(rbind,groups),p) return","./gENM_ddg/data/159-ENM(do.call(rbind,groups),p) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",160,"enm.all","./gENM_ddg/data/160-enm.all.txt","0x7f970260c548",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",161,"out","./gENM_ddg/data/161-out.txt","0x7f970260c548",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",162,"FUN(X[[i]],...) return","./gENM_ddg/data/162-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",163,"df.gsp","./gENM_ddg/data/163-df.gsp.csv","0x7f9700a43d50",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",164,"groups","./gENM_ddg/data/164-groups.txt","0x7f9700a43d50",FALSE,"2016-07-28T14.19.50EDT","",TRUE
"Snapshot",165,"p","./gENM_ddg/data/165-p.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.51EDT","",TRUE
"Snapshot",166,"circ","./gENM_ddg/data/166-circ.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.54EDT","",TRUE
"Snapshot",167,"random","./gENM_ddg/data/167-random.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.54EDT","",TRUE
"Snapshot",168,"gsp_bc","./gENM_ddg/data/168-gsp_bc.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.54EDT","",TRUE
"Snapshot",169,"gsp_bc","./gENM_ddg/data/169-gsp_bc.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.54EDT","",TRUE
"Snapshot",170,"random_bc","./gENM_ddg/data/170-random_bc.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.55EDT","",TRUE
"Snapshot",171,"random","./gENM_ddg/data/171-random.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.55EDT","",TRUE
"Snapshot",172,"random","./gENM_ddg/data/172-random.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.55EDT","",TRUE
"Snapshot",173,"random_bc","./gENM_ddg/data/173-random_bc.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.55EDT","",TRUE
"Snapshot",174,"random_bc","./gENM_ddg/data/174-random_bc.csv","0x7f96f068f720",FALSE,"2016-07-28T14.19.55EDT","",TRUE
"Snapshot",175,"me","./gENM_ddg/data/175-me.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.56EDT","",TRUE
"Snapshot",176,"e","./gENM_ddg/data/176-e.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.58EDT","",TRUE
"Snapshot",177,"pred_me","./gENM_ddg/data/177-pred_me.txt","0x7f96f068f720",FALSE,"2016-07-28T14.19.59EDT","",TRUE
"Snapshot",178,"out","./gENM_ddg/data/178-out.txt","0x7f96f068f720",FALSE,"2016-07-28T14.20.00EDT","",TRUE
"Snapshot",179,"FUN(X[[i]],...) return","./gENM_ddg/data/179-FUN(X[[i]],...) return.txt","R_GlobalEnv",FALSE,"2016-07-28T14.20.00EDT","",TRUE
"Snapshot",180,"p","./gENM_ddg/data/180-p.txt","0x7f97057ea740",FALSE,"2016-07-28T14.20.00EDT","",TRUE
"Snapshot",181,"circ","./gENM_ddg/data/181-circ.txt","0x7f97057ea740",FALSE,"2016-07-28T14.20.02EDT","",TRUE
"Snapshot",182,"random","./gENM_ddg/data/182-random.txt","0x7f97057ea740",FALSE,"2016-07-28T14.20.02EDT","",TRUE
"Snapshot",183,"gsp_bc","./gENM_ddg/data/183-gsp_bc.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.02EDT","",TRUE
"Snapshot",184,"gsp_bc","./gENM_ddg/data/184-gsp_bc.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.02EDT","",TRUE
"Snapshot",185,"random_bc","./gENM_ddg/data/185-random_bc.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.03EDT","",TRUE
"Snapshot",186,"random","./gENM_ddg/data/186-random.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.03EDT","",TRUE
"Snapshot",187,"random","./gENM_ddg/data/187-random.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.03EDT","",TRUE
"Snapshot",188,"random_bc","./gENM_ddg/data/188-random_bc.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.03EDT","",TRUE
"Snapshot",189,"random_bc","./gENM_ddg/data/189-random_bc.csv","0x7f97057ea740",FALSE,"2016-07-28T14.20.03EDT","",TRUE
"Snapshot",190,"me","./gENM_ddg/data/190-me.txt","0x7f97057ea740",FALSE,"2016-07-28T14.20.04EDT","",TRUE
