"lon","lat","X01_01_2050"
-69.3333,44.5978,254.699996948242
-69.3333,44.5978,254.699996948242
-69.3308,44.6078,254.699996948242
-70.09,43.82,256.5
-70.88,44.4,251.800003051758
-70.88,44.4,251.800003051758
-68.94,44.43,256.399993896484
-70.035,44.238,255.800003051758
-69.958,43.786,256.300018310547
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.9507,43.3823,256.700012207031
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-69.1867,45.0133,253.900009155273
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-69.2083,44.26,256.5
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-68.2372,44.3662,256.5
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-69.3333,44.5978,254.699996948242
-69.3333,44.5978,254.699996948242
-69.3333,44.5978,254.699996948242
-69.3333,44.5978,254.699996948242
-69.3333,44.5978,254.699996948242
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
-70.8,43.61,254.300003051758
