"lon","lat","X01_01_2099"
-70.758,41.483,273.800018310547
-70.75,41.37,273.200012207031
-70.75,41.37,273.200012207031
-70.64,41.35,273.399993896484
-70.64,41.35,273.399993896484
-70.64,41.35,273.399993896484
-70.64,41.35,273.399993896484
-70.64,41.35,273.399993896484
-70.64,41.36,273.399993896484
-70.64,41.36,273.399993896484
-70.64,41.36,273.399993896484
-70.63,41.37,273.399993896484
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-70.8,41.32,273.399993896484
-70.8,41.32,273.399993896484
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-71.61,41.41,273.5
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.65,41.45,273.600006103516
-70.758,41.483,273.800018310547
-72.93,41.31,274.200012207031
-72.93,41.31,274.200012207031
-71.5071,41.4903,272.600006103516
-72.731,41.2949,273.399993896484
-72.729,41.2868,273.700012207031
-72.511,41.3065,272.700012207031
-72.93,41.31,274.200012207031
-72.8,41.55,273
-72.93,41.32,274.200012207031
-72.731,41.2949,273.399993896484
-72.729,41.2868,273.700012207031
-72.511,41.3065,272.700012207031
-72.71,41.27,273.700012207031
-72.91,41.33,274.200012207031
-72.92,41.32,274.200012207031
-72.91,41.33,274.200012207031
-72.93,41.32,274.200012207031
-70.0036,41.3198,274.700012207031
-70.0264,41.2739,274.700012207031
-70.0264,41.2739,274.700012207031
-70.0264,41.2739,274.700012207031
-70.1217,41.2488,274.600006103516
-70.0264,41.2739,274.700012207031
-70.0036,41.3198,274.700012207031
-70.1217,41.2488,274.600006103516
-70.1614,41.2586,274.600006103516
-70.1645,41.2574,274.600006103516
-70.1567,41.2598,274.600006103516
-70.0311,41.2813,274.700012207031
-70.0311,41.2813,274.700012207031
-70.1613,41.2584,274.600006103516
-70.1567,41.2598,274.600006103516
-70.0215,41.262,274.700012207031
-70.1567,41.2598,274.600006103516
-70.1773,41.2659,274.5
-70.1407,41.2721,274.600006103516
-70.1407,41.2721,274.600006103516
-70.1407,41.2721,274.600006103516
-70.0036,41.3198,274.700012207031
-70.0311,41.2813,274.700012207031
-70.0813,41.2583,274.800018310547
-70.1614,41.2586,274.600006103516
-70.1217,41.2488,274.600006103516
-70.0211,41.2621,274.700012207031
-70.0311,41.2813,274.700012207031
-70.0196,41.2643,274.700012207031
-70.0199,41.2643,274.700012207031
-70.0212,41.262,274.700012207031
-70.0215,41.262,274.700012207031
-70.1614,41.2586,274.600006103516
-70.1567,41.2598,274.600006103516
-70.1613,41.2584,274.600006103516
-70.0201,41.2644,274.700012207031
-70.1567,41.2598,274.600006103516
-70.1645,41.2574,274.600006103516
-70.0311,41.2813,274.700012207031
-70.1613,41.2584,274.600006103516
-70.1567,41.2598,274.600006103516
-70.0036,41.3198,274.700012207031
-70.0311,41.2813,274.700012207031
-70.1217,41.2488,274.600006103516
-70.0311,41.2813,274.700012207031
-70.0264,41.2739,274.700012207031
-70.1614,41.2586,274.600006103516
-70.0211,41.2621,274.700012207031
-70.0212,41.262,274.700012207031
-70.0311,41.2813,274.700012207031
-70.1613,41.2584,274.600006103516
-70.1567,41.2598,274.600006103516
-70.1614,41.2586,274.600006103516
-70.1614,41.2586,274.600006103516
-70.1645,41.2574,274.600006103516
-70.1567,41.2598,274.600006103516
-70.0311,41.2813,274.700012207031
-70.1567,41.2598,274.600006103516
-70.1613,41.2584,274.600006103516
-70.1645,41.2574,274.600006103516
-70.0311,41.2813,274.700012207031
-70.0201,41.2644,274.700012207031
-70.0199,41.2643,274.700012207031
-70.0264,41.2739,274.700012207031
-70.0264,41.2739,274.700012207031
-70.0036,41.3198,274.700012207031
-70.0813,41.2583,274.800018310547
-70.0813,41.2583,274.800018310547
-70.1217,41.2488,274.600006103516
-70.0485,41.2544,274.800018310547
-69.9878,41.2751,274.700012207031
-70.0199,41.2643,274.700012207031
-70.0201,41.2644,274.700012207031
-70.0215,41.262,274.700012207031
-70.0212,41.262,274.700012207031
-70.0211,41.2621,274.700012207031
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
-70.0507,41.278,274.800018310547
